Entry	Entry name	PubMed ID
Q96IM9	DYDC2_HUMAN	14702039; 15164054; 15489334
Q9Y3R5	DOP2_HUMAN	10950924; 10830953; 10231032; 12168954; 15489334; 10931277; 12767918; 16276086; 22814378; 23186163
Q9NR20	DYRK4_HUMAN	11062477; 14702039; 15489334; 9748265; 17292540; 21127067; 17344846
Q8N608	DPP10_HUMAN	12675227; 12662155; 14566338; 16899223; 10819331; 14702039; 15815621; 15489334; 15454437; 15671030; 18669648; 19237393; 22387313
Q96PT3	DUX5_HUMAN	11245978
Q15329	E2F5_HUMAN	8589754; 7760804; 7892279; 9464260; 16421571; 16360038; 17531812
Q92997	DVL3_HUMAN	8817329; 9344861; 9192851; 9039502; 14702039; 16641997; 15489334; 12805222; 15677333; 18669648; 20227366; 21422228; 21406692; 22863007; 22612246; 23150776; 23186163; 24275569; 25557784; 25805136; 26924530; 16959974
O75530	EED_HUMAN	9806832; 9584199; 9880543; 14702039; 16554811; 15489334; 9765275; 10581039; 11158321; 12435631; 12101246; 12351676; 14532106; 12649488; 15385962; 15231737; 15099518; 15225548; 15684044; 16431907; 16357870; 17200670; 19026781; 18086877; 18285464; 18669648; 19413330; 22009739; 21406692; 23186163; 24275569; 20974918; 25787343; 27193220; 28475857; 27868325; 28229514
Q8N8S7	ENAH_HUMAN	15027125; 23129656; 16710414; 15489334; 14702039; 17974005; 11696321; 9312002; 10801818; 12941633; 15469846; 15469845; 17525332; 18669648; 20068231; 21269460; 21406692; 23186163; 24275569; 17686488; 18158903; 21278383
P54756	EPHA5_HUMAN	9191074; 15815621; 17974005; 7898931; 7748564; 9267020; 10375373; 17344846
Q8N336	ELMD1_HUMAN	14702039; 16554811; 15489334; 17974005; 17452337
P41970	ELK3_HUMAN	7958835; 7540136; 14702039; 15489334; 18691976; 23186163; 28112733
P52798	EFNA4_HUMAN	7838529; 10607706; 16710414; 15489334; 15340161
Q9GZR5	ELOV4_HUMAN	11138005; 11581213; 14702039; 14574404; 15489334; 16036915; 20937905; 22100072; 23479632; 12592226; 24566826
P52799	EFNB2_HUMAN	8559144; 7534404; 9533549; 15057823; 15489334; 12734395; 16007075; 15998730; 16477309; 17376907; 21269460; 28931592; 16867992; 18488039; 19836338; 19875447
Q8WUB2	F216A_HUMAN	9110174; 16541075; 15489334
Q6P0A1	F180B_HUMAN	16554811; 15489334
P0C7W8	F90AD_HUMAN	16421571
A6PVY3	F177B_HUMAN	14702039; 16710414
P50502	F10A1_HUMAN	8721986; 9387309; 9292708; 15461802; 10591208; 15489334; 10508479; 20068231; 21728385; 24275569
Q4VXF1	F74A3_HUMAN	15164053
Q5BKY9	F133B_HUMAN	14702039; 17974005; 12690205; 15489334; 18669648; 19690332; 20068231; 21406692; 23186163
Q1W6H9	F110C_HUMAN	17499476; 15815621; 19698782; 23186163
Q96A26	F162A_HUMAN	11085516; 15489334; 15082785; 16698020; 21269460; 24275569; 25944712
Q8NEG0	FA71C_HUMAN	14702039; 15489334
O00519	FAAH1_HUMAN	9122178; 9878243; 16710414; 15489334; 12665801; 17015445; 21049984; 19926788; 24275569; 12060782; 15254019; 16972078; 16959974; 23556448
A0A1B0GVM5	ETDC_HUMAN	15772651
Q0Z7S8	FABP9_HUMAN	
Q13868	EXOS2_HUMAN	9390555; 14702039; 15164053; 15489334; 8600032; 10465791; 11719186; 15687258; 17545563; 18669648; 19413330; 19690332; 20531389; 20068231; 21269460; 21515746; 23186163; 26166824; 26843489; 17174896; 29906447
P22607	FGFR3_HUMAN	1847508; 11703096; 15815621; 1664411; 2247464; 7923141; 7495869; 8663044; 10053006; 10611230; 11294897; 12297284; 14534538; 16597617; 16410555; 17561467; 17509076; 17145761; 17623664; 17311277; 19088846; 18669648; 19286672; 15863030; 15748888; 19066716; 20094046; 23186163; 14732692; 8078586; 7847369; 7758520; 8589699; 7773297; 7670477; 7493034; 8599935; 8845844; 8754806; 9042914; 9207791; 9790257; 10215410; 9452043; 10671061; 9525367; 10360402; 9950359; 10471491; 11055896; 10777366; 11746040; 11529856; 11325814; 11314002; 12707965; 15772091; 17033969; 16841094; 16501574; 17935505; 17344846; 19855393
Q9C009	FOXQ1_HUMAN	11747606; 11309849; 15489334
A8MYZ6	FOXO6_HUMAN	16710414
O43524	FOXO3_HUMAN	9479491; 14702039; 14574404; 15489334; 9345057; 10102273; 11154281; 15084260; 16751106; 17711846; 18593906; 18220336; 18669648; 19413330; 19690332; 20181828; 21269460; 21329882; 22820736; 22313691; 21841822; 22761832; 23283301; 23805378; 23186163; 29445193; 17940099
O95967	FBLN4_HUMAN	10601734; 10982184; 14702039; 12975309; 16303743; 16554811; 15489334; 17255108; 24275569; 16685658; 17937443; 19664000
P25089	FPR3_HUMAN	1612600; 8198572; 15489334
A6NGK3	GAG10_HUMAN	15772651; 18179644
Q6MZW2	FSTL4_HUMAN	17974005; 15372022; 15489334; 10470851; 15527507
Q5CZC0	FSIP2_HUMAN	15815621; 17974005; 14702039; 26477546; 30137358
Q9H2C0	GAN_HUMAN	11062483; 15489334; 12147674; 14528312; 16303566; 15983046; 16227972; 19424503; 19818708; 11971098; 12655563; 17578852; 17587580; 24627108
A0A2Z4LIS9	FXO3B_HUMAN	29925039; 16625196
P51993	FUT6_HUMAN	1520296; 1339443; 7650030; 15057824; 9451035; 9363434; 10728707; 17604274; 8175676; 11102976; 27535533
O60883	G37L1_HUMAN	9539149; 14702039; 16710414; 15489334; 23234360; 23690594; 27072655; 28688853
Q02153	GCYB1_HUMAN	1352257; 14702039; 15815621; 15489334; 1680753; 23505436; 24669844
Q8ND71	GIMA8_HUMAN	16103028; 17974005; 12690205; 15489334; 15474311; 23454188
Q5VTD9	GFI1B_HUMAN	9878267; 15280509; 15164053; 15489334; 12351384; 12874834; 16177182; 16688220; 16782810; 17646546; 17272506; 17156408; 17420275; 22399799; 23927492; 24325358; 16959974
Q6ZNI0	GCNT7_HUMAN	14702039; 11780052
P04150	GCR_HUMAN	2867473; 1707881; 20843780; 17404046; 21701417; 17974005; 15372022; 15489334; 2026589; 1958537; 3841189; 8358712; 7769088; 8621628; 9353307; 9154805; 9590696; 10477749; 10566686; 10902803; 10866662; 10639135; 11358809; 11555652; 11238589; 11435610; 11381138; 12144530; 12000743; 12415108; 15265776; 15211577; 15866175; 15591535; 15941832; 16914116; 16478993; 16964243; 18691976; 18838540; 18483179; 18669648; 19248771; 19141540; 19690332; 20078863; 20484466; 20068231; 21269460; 21664385; 21730050; 22170608; 21980503; 22814378; 23303127; 23186163; 23508108; 23820903; 24275569; 25114211; 26711253; 25775514; 25847991; 27353360; 29127155; 28112733; 12151000; 12686538; 1704018; 8358735; 8445027; 7683692; 8316249; 9150737; 10391209; 10898924; 11589680; 11344238; 11701741; 12351458; 11932321; 12050230; 15276593; 15292341; 15769988; 16030164; 17635946; 20335448; 21362280; 23426617; 24483153; 26031419; 26541474; 27120390
O00258	GET1_HUMAN	9544840; 14702039; 10830953; 15489334; 21444755
Q8N0V5	GNT2A_HUMAN	8449405; 7579796; 12424189; 12468428; 14672974; 11230166; 14702039; 14574404; 15489334; 11739194
O75715	GPX5_HUMAN	9639555; 14574404; 15489334; 
Q99678	GPR20_HUMAN	9073069; 15489334; 18347022
P20718	GRAH_HUMAN	2193684; 2049336; 2402757; 12508121; 15489334; 22156497; 23269243
P09341	GROA_HUMAN	2890161; 2970963; 2129556; 15489334; 10095777; 2182761; 2655583; 1755384; 15340161; 2670560; 8397104; 8089846; 7806518
Q96P67	GPR82_HUMAN	11574155; 14702039; 15772651; 12044878; 15489334
P46089	GPR3_HUMAN	8530049; 7698767; 7639700; 14702039; 16710414; 15489334; 7851889; 12220620; 19286662; 19213921
Q6UWK7	GP15L_HUMAN	12975309; 15164054; 25351403; 25585381; 28936214; 28900043
P48637	GSHB_HUMAN	7646467; 19672693; 14702039; 11780052; 15489334; 19413330; 21269460; 22223895; 23186163; 24275569; 10369661; 8896573; 9215686; 27581854
Q14CZ8	HECAM_HUMAN	15885354; 14702039; 15489334; 17974005; 15917256; 22328087; 24275569; 21419380
P51610	HCFC1_HUMAN	8392914; 7876203; 15772651; 15489334; 7829097; 10920196; 7590226; 9271389; 9389645; 9990006; 10675337; 10623756; 10976766; 10629049; 10779346; 10871379; 10984507; 12235138; 12244100; 14532282; 12670868; 15190068; 15199122; 15960975; 15705566; 16964243; 16624878; 17924679; 17578910; 17998332; 18838538; 18669648; 19413330; 19131338; 19815555; 19188440; 19377461; 19690332; 19608861; 20068231; 21269460; 21406692; 22223895; 22814378; 23186163; 24275569; 24129315; 24336203; 20018852; 20200153; 21285374; 23353889; 23629655; 28302723; 28584052; 28112733; 23000143
Q08623	HDHD1_HUMAN	14702039; 15772651; 15489334; 1284467; 20722631; 21269460; 
P56915	GSC_HUMAN	7916327; 15489334; 24290375; 
P23610	HAP40_HUMAN	2110545; 15772651; 15489334; 16476778; 19413330; 21269460; 22223895; 22814378; 25944712; 27815841; 29209146; 29466333
A6NFD8	HELT_HUMAN	15815621; 15489334
P0C5Z0	H2AB2_HUMAN	11266453; 15772651; 15489334; 15257289; 16287874; 16957777; 17591702; 17726088; 18329190; 20008104; 22795134
Q3LI77	KR134_HUMAN	15489334
Q02241	KIF23_HUMAN	1406973; 14702039; 16572171; 15489334; 11782313; 15297875; 15197175; 16213214; 16103226; 17081983; 16236794; 16964243; 18329369; 18220336; 18669648; 19413330; 19468300; 19690332; 20068231; 21269460; 21406692; 23186163; 25772364; 25755297; 28112733; 22522702
Q8IUB9	KR191_HUMAN	10830953; 15489334; 12359730
Q9H400	LIME1_HUMAN	14610046; 14610044; 15498874; 14702039; 11780052; 15489334; 16160011; 24275569
A8MUM7	LEG16_HUMAN	19497882; 15057824
P48357	LEPR_HUMAN	8548812; 8805376; 8616721; 9158141; 9061609; 9537324; 9929394; 9600917; 9786864; 10896907; 12504075; 16052473; 16335952; 19159218; 25232147; 24275569; 25060689; 22405007; 8666155; 9144432; 9287054; 9175732; 9860295; 18987736; 25751111
P50851	LRBA_HUMAN	11254716; 12160729; 15815621; 1505956; 17081983; 17525332; 18669648; 19413330; 19690332; 20068231; 21269460; 21406692; 22814378; 23186163; 24275569; 15554694; 16959974; 22608502
Q569H4	LARGN_HUMAN	15489334; 24656129
Q32MZ4	LRRF1_HUMAN	9705290; 9671805; 15815621; 15489334; 10366446; 10364563; 14522076; 16199883; 17081983; 16964243; 18669648; 19413330; 19265123; 19690332; 20068231; 21269460; 21406692; 23186163; 24275569; 25114211; 28112733; 23099021; 16959974
Q96PB8	LRC3B_HUMAN	12975309; 15489334
Q6ZSA7	LRC55_HUMAN	14702039; 15489334; 15340161; 22547800
Q8N309	LRC43_HUMAN	14702039; 16541075; 15489334
Q93052	LPP_HUMAN	8812423; 15489334; 12063392; 9772904; 11066083; 10637295; 11433529; 12441356; 12615977; 12522270; 15144186; 15649318; 15592455; 17081983; 18669648; 20068231; 21269460; 24275569; 25114211
A0A075B6J1	LV537_HUMAN	10591208; 11872955; 17576170; 20176268; 22158414; 24600447
Q5JTD7	LRC73_HUMAN	14574404; 15489334
A0A075B6I4	LVX54_HUMAN	10591208; 11872955; 17576170; 20176268; 22158414; 24600447
Q14210	LY6D_HUMAN	7790363; 9366413; 14702039; 15489334; 9551972; 15340161
A0A075B6J9	LV218_HUMAN	10591208; 11872955; 17576170; 20176268; 22158414; 24600447
O75608	LYPA1_HUMAN	11080636; 11042152; 15489334; 19439193; 20418879; 21269460; 21393252; 22399288; 25944712
Q86VZ4	LRP11_HUMAN	14702039; 14574404; 15489334
O75581	LRP6_HUMAN	9704021; 16541075; 15489334; 11448771; 11357136; 12857724; 15778503; 15908424; 16341017; 16815997; 16513652; 17400545; 17326769; 17698587; 17804805; 17569865; 18362152; 18762581; 19107203; 18378904; 20059949; 19801552; 19293931; 20093360; 21536646; 22491013; 22575959; 23987510; 23186163; 25331957; 27821587; 27524201; 31073040; 22000856; 17332414; 23703864; 26387593; 29983323
Q9BRT6	LLPH_HUMAN	14702039; 15489334; 20813266; 25218447; 25755297; 28112733
Q8N4S9	MALD2_HUMAN	16365161; 17186462; 14702039; 15372022; 15489334; 17081983; 18691976; 18669648; 23186163; 28436082; 28661558
P42679	MATK_HUMAN	8134117; 8288563; 7530249; 14702039; 17974005; 15057824; 15489334; 7936664; 9171348; 9038210; 16129412; 18691976; 18669648; 19413330; 19369195; 19690332; 23186163; 17344846
Q16706	MA2A1_HUMAN	8524845; 16335952; 21269460; 24275569; 25944712; 25787250
P33908	MA1A1_HUMAN	14574404; 15489334; 8223597; 19413330; 21269460; 23186163
Q96T53	MBOA4_HUMAN	18443287; 16421571
Q9H9H5	MA6D1_HUMAN	14702039; 15489334; 16837464
Q5VYS4	MEDAG_HUMAN	14702039; 15057823; 15489334; 22510272
Q5T0T0	MARH8_HUMAN	12582153; 14702039; 15164054; 15489334; 14722266; 18389477; 19117940; 19566897; 23186163; 
Q9H1U4	MEGF9_HUMAN	14702039; 15164053; 12975309; 9693030
Q13257	MD2L1_HUMAN	8824189; 11390010; 14702039; 15815621; 15489334; 9637688; 10527948; 12456649; 12574116; 14978040; 15020684; 16495226; 18794143; 18981471; 18712773; 19029339; 20034488; 21269460; 23186163; 25422469; 10700282; 12006501; 11804586; 15024386; 18022367; 18022368; 18318601
P27361	MK03_HUMAN	7687743; 15616553; 15489334; 1540184; 1319925; 8325880; 8794306; 9155018; 9480836; 10393181; 10224087; 10521408; 10617468; 10747973; 12356731; 11912194; 15526160; 15952796; 15616583; 12110590; 12974390; 15788397; 17081983; 16581800; 17274988; 18435604; 18296648; 18691976; 18794356; 18669648; 19413330; 19265199; 19494114; 19447520; 19369195; 19060905; 16393692; 19565474; 19690332; 20068231; 21269460; 21779493; 21406692; 22223895; 22814378; 23186163; 24825908; 18983981; 17344846
Q7Z7M0	MEGF8_HUMAN	9693030; 15057824; 15489334; 16335952; 23063620
P51511	MMP15_HUMAN	7649159; 15489334; 9119382; 9461298; 18691976; 24275569; 16959974
Q86XN8	MEX3D_HUMAN	17267406; 15057824; 14769789; 15489334; 23186163; 
P19105	ML12A_HUMAN	2216787; 11942626; 14702039; 15489334; 24275569
Q8NCK7	MOT11_HUMAN	14702039; 15489334; 24390345; 28666119
Q8NDA8	MROH1_HUMAN	11347906; 14702039; 17974005; 16421571; 15489334
Q2KHM9	MOONR_HUMAN	9872452; 14702039; 16625196; 15489334; 17974005; 23186163; 24613305; 26297806; 26643951; 28220259
Q8IZY2	ABCA7_HUMAN	10873640; 11095984; 11355874; 11435699; 15057824; 14592415; 12917409; 12925201; 14570867; 24097981; 26260791; 26141617; 25807283; 27472885; 12111378; 29577078
Q08AH1	ACSM1_HUMAN	11470804; 15489334; 10434065; 24275569; 27351777
Q96P48	ARAP1_HUMAN	11804590; 9872452; 12168954; 16554811; 15489334; 17081983; 18165900; 18220336; 18669648; 19690332; 20068231; 21269460; 23186163
Q75V66	ANO5_HUMAN	15124103; 15067359; 20056604; 21642943; 21607626; 22075693; 22302790; 22946059; 20096397; 22499103; 23047743; 25891276; 25864073; 27216912
Q4L235	ACSF4_HUMAN	15865210; 17974005; 15815621; 15489334; 11042152; 21406692; 23186163
O94910	AGRL1_HUMAN	10048485; 15489334; 15144186
Q5T2L2	AKCL1_HUMAN	14702039; 15164054; 15489334
A6NKF2	ARI3C_HUMAN	15164053; 17400556
P30533	AMRP_HUMAN	1712782; 9782079; 15815621; 15489334; 7789983; 1400426; 7774585; 8940146; 11294867; 11384978; 12530537; 15053742; 15364913; 19159218; 21269460; 23830514; 24275569; 25944712; 26858303; 32296178; 9207124; 12766414; 16938309; 16630895; 16678114
Q9ULZ1	APEL_HUMAN	9792798; 10525157; 10617103; 15772651; 15489334; 11090199
P08519	APOA_HUMAN	3670400; 14574404; 7848387; 2531657; 2530631; 11294842; 24275569; 8642595; 7918682
Q8TF21	ANR24_HUMAN	15057824; 11853319
Q8IVJ8	APRG1_HUMAN	12543795; 16641997; 15489334
Q9NRD9	DUOX1_HUMAN	10806195; 11514595; 14702039; 16572171; 15489334; 11822874; 12824283; 15210697; 16111680; 15561711; 15972824
Q9H4G8	DPH3B_HUMAN	11780052
Q8NG57	ELOA3_HUMAN	11994304; 16177791
O95925	EPPI_HUMAN	11404006; 14702039; 11780052; 15489334; 15229136; 15590901; 17567961; 17644992; 18331357; 21461566; 22699487
O95208	EPN2_HUMAN	10567358; 10470851; 14702039; 16625196; 15489334; 17081983; 18199683; 19413330; 21406692; 23186163; 24275569
P19957	ELAF_HUMAN	1339270; 7685029; 8476637; 11780052; 15489334; 2394696; 2039600; 1536690; 2001428; 8794736; 9171290; 29483648
Q96LP2	FA81B_HUMAN	14702039; 15372022; 15489334
P23141	EST1_HUMAN	1918003; 8218228; 8406473; 8049197; 10562416; 11015575; 11812220; 14702039; 15616553; 15489334; 10518925; 7980644; 9490062; 8597091; 12022871; 1997784; 2070086; 1748313; 9169443; 16024911; 16971496; 18762277; 18599737; 18485328; 21049984; 24275569; 25944712; 12725862; 12679808
Q6GMR7	FAAH2_HUMAN	14702039; 15772651; 15489334; 17015445; 19926788
Q96KP1	EXOC2_HUMAN	12459492; 14702039; 17974005; 14574404; 15489334; 16213214; 18756269; 19166349; 19608861; 21269460; 23186163
P15090	FABP4_HUMAN	2481498; 15489334; 22905912; 22223895; 24275569; 16959974; 15357969; 17077479
B6SEH8	ERVV1_HUMAN	18826608; 15057824
Q9Y256	FACE2_HUMAN	10373325; 10085068; 15489334; 11038283; 19188362; 22814378; 16959974
Q8NEA4	FBX36_HUMAN	14702039; 15815621; 15489334
Q4G163	FBX43_HUMAN	16421571; 15520277; 15753281; 16407128
Q9UHY8	FEZ2_HUMAN	14697253; 15815621; 15489334; 10931946; 9096408; 16484223; 20812761; 23186163; 24275569
Q9GZV9	FGF23_HUMAN	11032749; 11062477; 11344269; 12975309; 15489334; 15340161; 11409890; 11157998; 12130585; 12952917; 15268897; 15040831; 16597617; 16638743; 18282132; 20094046; 17339340; 16151858; 15590700; 16030159; 24680727
O94952	FBX21_HUMAN	10531035; 10048485; 14702039; 16541075; 15489334; 11230166
Q9UKT8	FBXW2_HUMAN	10531037; 14702039; 15164053; 15489334; 10531035; 19608861
Q8TC99	FNDC8_HUMAN	14702039; 17974005; 15489334
Q0JRZ9	FCHO2_HUMAN	14702039; 17974005; 15372022; 15489334; 17081983; 16964243; 18669648; 20068231; 20448150; 21269460; 21762413; 21406692; 22323290; 22484487; 23186163; 24275569; 28112733; 17540576
P12318	FCG2A_HUMAN	2824655; 2529342; 16710414; 15489334; 2965389; 3402431; 2526077; 10397151; 8327512; 8132624; 8756631; 12690104; 10331870; 11397093; 19011614; 8636449
Q6PJQ5	FOXR2_HUMAN	15489334; 15202009
Q13643	FHL3_HUMAN	10049693; 14702039; 16710414; 15489334; 8753811; 21269460; 22814378; 24275569; 
Q6ZUU3	FOXNB_HUMAN	14702039; 16641997
P15407	FOSL1_HUMAN	2107490; 14702039; 16554811; 15489334; 8230424; 20068231
Q96D09	GASP2_HUMAN	15772651; 15489334; 14702039; 15086532; 23186163; 28096187
Q5JY77	GASP1_HUMAN	9455477; 15772651; 15489334; 12142540; 15452121; 15086532; 23954414
Q86SF2	GALT7_HUMAN	10544240; 16303743; 15489334; 11925450; 21269460
Q68DX3	FRPD2_HUMAN	14702039; 17974005; 15164054; 15489334; 19706687; 16959974; 22068589
Q9NQR9	G6PC2_HUMAN	11297555; 17974005; 15815621; 15489334; 15044018; 14722102; 16520917; 18451265
Q6P4F1	FUT10_HUMAN	11698403; 14702039; 15489334; 12370785
Q9H0Q3	FXYD6_HUMAN	11230166; 12975309; 15146197; 14702039; 17974005; 16554811; 15489334
Q14802	FXYD3_HUMAN	7836447; 15057824; 15489334; 17077088; 21454534
Q13283	G3BP1_HUMAN	8649363; 14702039; 17974005; 15372022; 15489334; 9889278; 11604510; 11439350; 12642610; 15144186; 17081983; 16964243; 17487921; 17210633; 17693683; 18220336; 19367720; 18691976; 18669648; 18318008; 18684830; 19413330; 19369195; 19690332; 19608861; 20180778; 20068231; 21269460; 21406692; 23209657; 23087212; 23953116; 23186163; 23279204; 24623412; 24275569; 24129315; 25658430; 25944712; 27383630; 28112733; 30006004; 30404792; 30510222; 30804210; 24324649
Q10981	FUT2_HUMAN	7876235; 9219535; 15057824; 15489334; 8621666; 8755920; 8018146; 12692541; 20506485; 21625510; 22068912; 24733310; 9760207; 18776911
Q9HCC8	GDPD2_HUMAN	12933806; 12975309; 14702039; 15772651; 15489334
P19440	GGT1_HUMAN	2904146; 2907498; 2563599; 2568315; 1968061; 1378736; 7689219; 15461802; 10591208; 15489334; 2896486; 10392451; 19463; 2900635; 8095045; 7759490; 7673200; 8827453; 15084671; 17924658; 19159218; 19349973; 20622017; 23682772; 24047895; 29483667
Q8N8V2	GBP7_HUMAN	14702039; 16710414
P18505	GBRB1_HUMAN	2465923; 1655634; 24722188; 14702039; 15815621; 15489334; 2160058; 8178835; 23934111; 27273810; 26950270
P10070	GLI2_HUMAN	9557682; 15994174; 15815621; 8350401; 2850480; 10806483; 14581620; 18455992; 18669648; 19878745; 20068231; 23762415; 24311597; 20685856; 26565916; 28112733; 17096318; 23408573; 27535533; 28973407
P23415	GLRA1_HUMAN	2155780; 14702039; 15489334; 7920629; 14551753; 16144831; 19861413; 22715885; 22973015; 25973519; 25445488; 12667090; 15952785; 23994010; 25730860; 8298642; 7925268; 7981700; 7881416; 7611730; 8571969; 8733061; 9009272; 9067762; 10514101; 9920650; 24108130
Q9HC44	GPBL1_HUMAN	14702039; 15498874; 17974005; 16710414; 15489334; 18220336; 18669648; 19690332; 21406692; 23186163
P81172	HEPC_HUMAN	11113131; 11034317; 12975309; 15057824; 15489334; 12010514; 15124018; 22306005; 12138110; 19553669; 14633868; 12915468; 14630809; 14670915; 15099344
P31269	HXA9_HUMAN	9880515; 12853948; 15489334; 8563754; 2574852; 12649177; 22269951; 8563753
O60812	HNRC1_HUMAN	16710414; 15489334
P31942	HNRH3_HUMAN	8999868; 10858537; 14702039; 17974005; 15489334; 1286667; 11152131; 15592455; 17081983; 18691976; 18669648; 19369195; 19690332; 20068231; 21269460; 21406692; 23186163; 24275569; 24129315; 25944712; 28112733
P31274	HXC9_HUMAN	11857506; 14702039; 15489334; 2576652; 23186163; 22615398; 16959974
P31276	HXC13_HUMAN	10835276; 15489334; 14702039; 2574852; 23063621; 28297138
P0DMR1	HNRC4_HUMAN	16710414
Q9UJC3	HOOK1_HUMAN	9927460; 14702039; 16710414; 15489334; 11238449; 15471887; 16964243; 18799622; 18669648; 19413330; 20068231; 21406692; 23186163; 24275569; 16959974; 26528954
Q9P2W1	HOP2_HUMAN	7490091; 10806355; 16625196; 11739747; 15489334; 16407260; 17716379; 21963259; 21269460
P0DP08	HVD82_HUMAN	23541343; 11340299; 17576170; 20176268; 22158414; 24600447
P34931	HS71L_HUMAN	1700760; 9685725; 14656967; 14574404; 15489334; 21269460; 24270810; 26865365; 20072699; 1356099
P05198	IF2A_HUMAN	2948954; 15489334; 15207627; 16289705; 17894550; 18032499; 18596238; 19131336; 19690332; 19608861; 21269460; 23063529; 23186163; 24275569; 25944712; 11859078; 15341733
P29218	IMPA1_HUMAN	1377913; 9339367; 14702039; 16421571; 15489334; 9462881; 17068342; 18669648; 19690332; 21269460; 23186163; 26416544; 1332026; 8068620; 8068621; 8718889; 23027737
Q2M3T9	HYAL4_HUMAN	10493834; 19889881; 12853948; 12690205; 15489334; 16104017; 19139490
