Entry	Entry name	PubMed ID
Q8N271	PROM2_HUMAN	12514187; 12975309; 14702039; 15815621; 15489334; 12446606; 16673119; 17874118; 19690332
Q8TF05	PP4R1_HUMAN	10026142; 11729228; 16177791; 15489334; 9110174; 15805470; 18614045; 21269460; 23186163
Q6UW63	PLGT2_HUMAN	12975309; 15057823; 15489334; 21269460; 30127001; 
Q9UPR0	PLCL2_HUMAN	10470851; 14702039; 15489334; 17974005; 18669648; 19413330; 19690332; 20068231; 23186163; 24275569
P25789	PSA4_HUMAN	2025653; 16572171; 15489334; 7811265; 8610016; 8692272; 11521686; 12181345; 15244466; 17323924; 18669648; 19608861; 20068231; 21269460; 23186163; 24275569; 27176742; 26133119; 25599644; 27428775; 27342858; 27493187
O94906	PRP6_HUMAN	10561546; 10788320; 10848612; 14702039; 11780052; 15489334; 17974005; 12039962; 11991638; 16723661; 18669648; 19690332; 20068231; 21269460; 23186163; 24275569; 26912367; 28781166; 21549338; 22235333
O43395	PRPF3_HUMAN	9328476; 9404889; 14702039; 16710414; 15489334; 15314151; 17081983; 16723661; 18669648; 18318008; 19413330; 19690332; 20595234; 20068231; 21269460; 21406692; 23186163; 24275569; 26030138; 28112733; 26912367; 28781166; 11773002; 12714658; 17932117
Q8N8Z3	PRR26_HUMAN	14702039; 15164054
Q5JRX3	PREP_HUMAN	10360838; 14702039; 15164054; 15489334; 10470851; 16849325; 19196155; 21269460; 24275569; 24931469; 25944712
P0CW18	PRS56_HUMAN	15815621; 15146197; 21397065; 21850159; 21532570
P26045	PTN3_HUMAN	1648725; 17974005; 15164053; 15489334; 1626183; 7874267; 18669648; 23186163; 24275569; 19167335
P51665	PSMD7_HUMAN	7755639; 15489334; 1317798; 17323924; 19608861; 21269460; 22078707; 24275569; 25944712; 17559875; 27428775; 27342858
Q92930	RAB8B_HUMAN	14702039; 17974005; 16572171; 15489334; 9030196; 12221131; 19690332; 21269460; 21255211; 29125462
Q9H974	QTRT2_HUMAN	14702039; 17974005; 16641997; 15489334; 20354154; 21269460; 30149595
P14927	QCR7_HUMAN	3056408; 2543413; 16421571; 15489334; 2159470; 12709789; 21269460; 24275569; 25944712; 28844695
P20340	RAB6A_HUMAN	2501306; 10996854; 11054569; 11071909; 14702039; 16554811; 15489334; 10202141; 12447383; 15878329; 17698061; 18044744; 18997784; 19413330; 20643351; 20386726; 20068231; 21269460; 21411515; 21822290; 23091056; 22223895; 22814378; 23664119; 23186163; 23737971; 24275569; 25962623; 25944712; 16332443; 16034420; 18243103; 19141279
Q96NR8	RDH12_HUMAN	14702039; 12508121; 15489334; 12226107; 15865448; 19686838; 15322982; 15258582; 16269441; 19140180; 19956407; 21602930; 26124963
P04049	RAF1_HUMAN	3003687; 14702039; 15489334; 2993863; 21917714; 7477354; 1886707; 8349614; 9360956; 9823899; 10576742; 10801873; 11447113; 11427728; 11719507; 11733498; 11756411; 11784866; 12717443; 15047712; 15385642; 15618521; 15935327; 15943972; 15849194; 16093354; 16630891; 16508002; 16892053; 17218791; 16924233; 17525332; 18294816; 18465753; 18220336; 18691976; 18669648; 19298812; 19710016; 19690332; 20674547; 20068231; 21269460; 21779496; 20956560; 21406692; 22886302; 22538822; 23327923; 23186163; 23509299; 24275569; 29127155; 30368668; 31024343; 7791872; 8756332; 7766599; 8710867; 17603483; 17603482; 17344846; 20683980; 24777450
P25791	RBTN2_HUMAN	1923511; 15489334; 9129143; 16314316
Q9Y2P8	RCL1_HUMAN	10790377; 14702039; 17974005; 15164053; 15489334; 11042152; 21269460
C9J798	RAS4B_HUMAN	12853948
Q9H0Z9	RBM38_HUMAN	12200376; 11780052; 15489334; 17050675; 19285943; 29437973
Q9BRR9	RHG09_HUMAN	11396949; 14702039; 16541075; 15489334; 17974005; 19807924; 19690332; 23186163; 17339315
Q13156	RFA4_HUMAN	7760808; 15772651; 15489334; 19116208; 20545304; 19996105; 19942684
O76021	RL1D1_HUMAN	9859858; 15334068; 14702039; 15616553; 15489334; 17974005; 12429849; 11790298; 17081983; 16964243; 19367720; 18691976; 18678645; 18669648; 19413330; 19690332; 19608861; 20068231; 21269460; 21406692; 22419112; 22223895; 22814378; 23186163; 24275569; 25218447; 28112733
P83731	RL24_HUMAN	8428672; 11875025; 14702039; 15489334; 9582194; 14654843; 17081983; 18669648; 19369195; 19608861; 21269460; 23186163; 24524803; 24275569; 25944712; 28112733; 23636399
P61513	RL37A_HUMAN	1437567; 8479924; 8224875; 14702039; 15815621; 15489334; 21269460; 24524803; 25944712; 23636399
P39023	RL3_HUMAN	15461802; 14702039; 10591208; 15489334; 7576925; 9582194; 12962325; 14654843; 16963496; 18669648; 19369195; 19608861; 20068231; 21269460; 21406692; 23186163; 23349634; 24524803; 24275569; 25114211; 25772364; 26100019; 25944712; 28112733; 23636399; 22431104
P62899	RL31_HUMAN	2780320; 11875025; 14702039; 15815621; 15489334; 2597680; 14654843; 15592455; 17081983; 18669648; 19690332; 19608861; 21269460; 21406692; 22814378; 24524803; 24275569; 25944712; 23636399
P61927	RL37_HUMAN	7545944; 7588717; 11875025; 14702039; 15489334; 9582194; 18691976; 19690332; 19608861; 20068231; 21269460; 21406692; 22814378; 24524803; 23636399
Q9BQ48	RM34_HUMAN	11279069; 15489334; 21269460; 23186163; 25944712; 25278503; 25838379; 28892042
Q86VV4	RNB3L_HUMAN	14702039; 15372022; 15489334; 25755279
P60153	RNAS9_HUMAN	15676279; 18992174; 12508121; 15489334; 19137000
Q9HD33	RM47_HUMAN	16641997; 15489334; 11342225; 11551941; 19608861; 21269460; 25944712; 25278503; 25838379; 28892042
Q92730	RND1_HUMAN	9531558; 14702039; 15489334; 11095956; 10664463; 11940653; 12730235; 19843518; 
O14802	RPC1_HUMAN	9331371; 15164054; 15489334; 12384934; 12391170; 19631370; 19609254; 19608861; 21269460; 21855841; 22036171; 23355746; 23694757; 27612211; 30414627; 30450527; 30323018
Q9NYK5	RM39_HUMAN	14702039; 10830953; 15489334; 11167009; 11543634; 10593885; 19608861; 21269460; 25944712; 25278503; 25838379; 28892042
Q5M7Z0	RNFT1_HUMAN	16625196; 15489334; 14702039; 17074343; 27485036
P53803	RPAB4_HUMAN	7651387; 15489334
O95171	SCEL_HUMAN	9813070; 14702039; 15057823; 15489334
P55735	SEC13_HUMAN	7987303; 9110174; 14702039; 16641997; 15489334; 12665801; 8972206; 14517296; 16495487; 16957052; 17428803; 19413330; 19638414; 20068231; 21269460; 22355596; 22223895; 23186163; 25263562; 25457612; 23723238; 25201882; 24275569; 26972053; 27487210; 28199306; 18160040
Q92187	SIA8D_HUMAN	7624364; 14702039; 15372022; 15489334; 11279095; 16959974
Q6IA17	SIGIR_HUMAN	12975309; 14702039; 16554811; 15489334; 10346978; 14715412; 12925853; 15866876; 21077278; 21187075; 24275569; 25963006
Q96FS4	SIPA1_HUMAN	9346962; 9651531; 15489334; 18220336; 18669648; 20068231; 21269460; 21406692; 23186163; 24275569
Q6UXK5	LRRN1_HUMAN	10819331; 12880961; 12975309; 15489334; 14702039; 15340161
P01709	LV208_HUMAN	10591208; 5532228; 4415202; 11872955; 17576170; 20176268; 22158414; 24600447; 2515285
Q9UFC0	LRWD1_HUMAN	14702039; 17974005; 12853948; 15489334; 17081983; 17074343; 18220336; 18669648; 19413330; 19690332; 20813266; 20850016; 21029866; 20932478; 20068231; 21406692; 22935713; 22427655; 22645314; 22814378; 23186163; 24275569
Q3MHD2	LSM12_HUMAN	14702039; 15489334; 19413330; 19690332; 21269460; 22814378; 23186163; 24275569
Q16553	LY6E_HUMAN	8650192; 8757598; 9551972; 14702039; 15489334; 28130445; 29610346; 30190477
Q9NX58	LYAR_HUMAN	11230166; 14702039; 15489334; 12429849; 18669648; 20068231; 21269460; 24495227; 24990247; 25218447; 25092918; 26203195; 28686580; 28112733; 31413131
Q0VAK6	LMOD3_HUMAN	14702039; 17974005; 15489334; 25250574
O60449	LY75_HUMAN	9862343; 9553150; 12824192; 15815621; 18669648
Q9BYS8	LRRC2_HUMAN	11896456; 14702039; 15489334
Q8WWY8	LIPH_HUMAN	12063250; 12213196; 17095700; 14702039; 15489334; 12719377; 12963729; 19167195; 18830268
Q6ZRR7	LRRC9_HUMAN	14702039; 12508121
Q9H0V9	LMA2L_HUMAN	12609988; 11230166; 12975309; 14702039; 16303743; 17974005; 15815621; 15489334; 12878160; 21269460; 25944712; 26566883
P07948	LYN_HUMAN	3561390; 8125304; 15489334; 2247464; 1510669; 7687428; 7682714; 8064233; 7935444; 7895172; 9171348; 9232445; 9341198; 10574931; 10362357; 10748115; 11435302; 11306681; 10891478; 11517336; 11825908; 12750561; 12496276; 14726379; 15173188; 16129412; 15795233; 15592455; 16467205; 16912036; 16920712; 17233630; 17640867; 17977829; 18056483; 18070987; 18235045; 18817770; 18802065; 18577747; 18088087; 18691976; 18669648; 19807924; 19718658; 19369195; 20037584; 20534535; 20068231; 21930792; 15220000; 15489917; 15664155; 16801133; 18772004; 19290919; 21406692; 23186163; 24275569; 25255805; 25944712; 11955060; 16155203; 19857964; 17344846
Q9BY19	M4A8_HUMAN	11401424; 15489334
Q8NA19	LMBL4_HUMAN	14702039; 16177791; 15489334
Q86WA8	LONP2_HUMAN	14702039; 15616553; 15489334; 17974005; 14561759; 18281296; 21269460; 22002062; 22814378
P32245	MC4R_HUMAN	8392067; 7854347; 14702039; 15489334; 19329486; 19737927; 23088915; 10199800; 11443223; 11487744; 12588803; 14671178; 12646665; 14764818; 15486053; 25163632; 31002796
A2RUH7	MBPHL_HUMAN	16710414; 15489334; 28778945; 31292467
Q05195	MAD1_HUMAN	8425218; 14702039; 15815621; 15489334; 18082613
Q9H944	MED20_HUMAN	9933582; 14702039; 14574404; 15489334; 17974005; 12584197; 15175163; 15989967; 21269460
P29966	MARCS_HUMAN	1860846; 1427823; 14574404; 15489334; 1396720; 8557118; 17081983; 17924679; 18669648; 19413330; 20068231; 21269460; 21406692; 23186163; 24275569; 25255805; 25944712
A8MW99	MEI4_HUMAN	14574404
Q9Y5Q3	MAFB_HUMAN	10444328; 14702039; 11780052; 15489334; 15135046; 15963504; 18042454; 19143053; 22387013; 27181683
Q9Y6R4	M3K4_HUMAN	9305639; 9039502; 14574404; 15489334; 12052864; 15262978; 16157600; 19413330; 19369195; 19690332; 20221403; 21269460; 21406692; 23186163; 17344846
C9JLW8	MCRI1_HUMAN	14702039; 16625196; 18669648; 19608861; 20068231; 21406692; 24275569; 26184334; 25728771
Q8WWY6	MB3L1_HUMAN	12504854; 19054851; 15057824; 15489334
P41279	M3K8_HUMAN	2072910; 8226782; 8479752; 14702039; 15164054; 15489334; 10896655; 1833717; 9950430; 11342626; 12975377; 12667451; 15466476; 15169888; 15699325; 16371247; 17472361; 19001140; 18669648; 19754427; 24325551; 19808894; 22988300; 23186163; 24275569
P03971	MIS_HUMAN	3754790; 15057824; 15489334; 1483695; 8162013; 8872466
Q9NP71	MLXPL_HUMAN	10780788; 11230181; 9860302; 15489334; 14759258; 23186163; 24275569
Q8NAN2	MIGA1_HUMAN	14702039; 17974005; 15489334; 24275569; 26711011
Q5XKP0	MIC13_HUMAN	15057824; 15489334; 21269460; 25997101; 25944712; 27623147; 27485409; 29618761
Q10469	MGAT2_HUMAN	7635144; 14702039; 15489334; 20378551; 29666272; 8808595; 11228641
Q96C03	MID49_HUMAN	11997338; 14702039; 16625196; 15489334; 18669648; 21508961; 23921378; 23283981; 23530241; 29361167; 29899447
Q9NPA2	MMP25_HUMAN	10706098; 10628838; 11034316; 
Q9BRJ9	MESP1_HUMAN	15489334; 15122512
Q8N119	MMP21_HUMAN	12490321; 12617721; 15164054; 26429889; 26437028; 26437029
Q9Y5R2	MMP24_HUMAN	10363975; 11780052
Q0VG99	MESP2_HUMAN	16572171; 15489334; 14516699; 15122512; 18485326
P55001	MFAP2_HUMAN	7759096; 16710414; 15489334; 11102756
P0DMT0	MLN_HUMAN	15164054; 25640239
Q9UJ68	MSRA_HUMAN	10452521; 15680232; 16364291; 14702039; 16421571; 15489334; 12039877; 20368336; 24275569; 25807930
Q96MC5	MERB1_HUMAN	14702039; 10493829; 15489334
Q8IXL7	MSRB3_HUMAN	12975309; 14702039; 17974005; 15489334; 14699060; 15914630; 16262444; 21185009
O15457	MSH4_HUMAN	9299235; 16710414; 15489334; 18669648
Q9UJG1	MSPD1_HUMAN	14702039; 15772651; 15489334; 16959974; 26175344
Q96HJ5	MS4A3_HUMAN	7524084; 16554811; 15489334; 11781350; 15671017
P53985	MOT1_HUMAN	7835905; 11944921; 17974005; 16710414; 15489334; 15505343; 17081983; 17127621; 18691976; 18669648; 19413330; 19369195; 20068231; 21406692; 22162139; 23186163; 24275569; 25390740; 24390345; 25944712; 10590411; 17701893; 21269460
Q96LB2	MRGX1_HUMAN	11551509; 11850634; 12044878; 16554811; 15489334; 20004959; 26582731
Q96JB8	MPP4_HUMAN	11414766; 11586298; 14702039; 15815621; 12384283; 15914641; 15558731; 19807924
O43312	MTSS1_HUMAN	14702039; 16421571; 15489334; 9455477; 12082544; 12570871; 18088087
Q9UQ07	MOK_HUMAN	10421840; 8781117; 14702039; 12508121; 15489334; 17344846
Q9ULC0	MUCEN_HUMAN	11418125; 12485444; 14702039; 15815621; 15489334; 14722670
Q14872	MTF1_HUMAN	8065932; 14702039; 16710414; 15489334; 23186163
Q14896	MYPC3_HUMAN	7744002; 9048664; 9562578; 16554811; 15489334; 7493026; 12787675; 15213454; 18560154; 18374358; 18926831; 9541104; 9541115; 10521296; 11499718; 11499719; 12379228; 11815426; 12110947; 12951062; 12707239; 12974739; 14563344; 12628722; 12818575; 15114369; 15519027; 15582318; 15563892; 16004897; 16199542; 18957093; 18929575; 18403758; 20215591; 21551322; 23840593; 26163040; 28265379
P60321	NANO2_HUMAN	15489334; 19168545; 21421998
Q8TB73	NDNF_HUMAN	12975309; 14702039; 15489334; 20969804; 24706764
Q8WUY8	NAT14_HUMAN	10873651; 11779635; 15489334
A7E2Y1	MYH7B_HUMAN	15755502; 10819331; 14702039; 11780052; 15489334; 11919279
Q9UPR5	NAC2_HUMAN	10470851; 14702039; 23506867; 24501278
Q15742	NAB2_HUMAN	8668170; 14702039; 15489334; 8649813; 9126479; 18669648; 19413330; 19690332; 21836637; 21406692; 23186163; 24275569; 28112733
O15049	N4BP3_HUMAN	9205841; 15489334; 14702039; 11717310; 15324660; 18669648; 23186163
P51513	NOVA1_HUMAN	8398153; 14702039; 15489334; 19413330; 21406692; 10368286
Q9NZG7	NINJ2_HUMAN	10627596; 15489334
Q14CX7	NAA25_HUMAN	17974005; 15489334; 14702039; 18570629; 19660095; 21269460; 16959974
Q9BSC4	NOL10_HUMAN	14702039; 15815621; 15489334; 12429849; 18669648; 22223895; 23186163
Q9Y221	NIP7_HUMAN	10810093; 11042152; 14702039; 15489334; 12429849; 14660641; 17643419; 21269460; 22195017; 15522784; 16959974
Q5C9Z4	NOM1_HUMAN	15715967; 10329000; 15489334; 17965019; 18669648; 20068231; 21269460; 21406692; 23186163
Q9C002	NMES1_HUMAN	12209954; 15489334
Q86UT6	NLRX1_HUMAN	12766759; 14702039; 15489334; 15952891; 15771576; 18219313; 18200010; 22749352; 27393910; 22386589; 24799673
Q8IVV8	NKAI4_HUMAN	11780052; 15489334
F8W0I5	NPB12_HUMAN	15616553
P14543	NID1_HUMAN	2574658; 7557988; 16710414; 15489334; 1906509; 2471408; 16574105; 24275569; 16959974
Q9HAN9	NMNA1_HUMAN	11248244; 11027696; 11891043; 14702039; 16710414; 15489334; 12574164; 16118205; 17402747; 19413330; 22842230; 23186163; 24275569; 27257257; 11959140; 11751893; 11788603; 22842231; 22842229; 22842227
Q92570	NR4A3_HUMAN	8809112; 8614405; 8570200; 8634690; 15164053; 9573341; 12543801; 20558821; 24022864; 25852083
Q9UM47	NOTC3_HUMAN	8878478; 15057824; 10079256; 11101851; 12370315; 17292860; 17573339; 18299578; 24129315; 25394726; 9388399; 10227618; 10371548; 10854111; 11058919; 11102981; 10802807; 11559313; 11755616; 11810186; 12146805; 12136071; 12589106; 12810003; 15229130; 15364702; 15378071; 15350543; 15300988; 16009764; 15818833; 18273901; 23731542; 24000151
P06748	NPM_HUMAN	2713355; 2775293; 2478125; 9092633; 15659725; 16574551; 14702039; 19054851; 15489334; 8562957; 8122112; 8633037; 2602120; 9150948; 8314759; 12882984; 3944116; 2429957; 7631008; 8570204; 11051553; 11309377; 12058066; 12429849; 12214246; 14654843; 15388344; 15190079; 15772089; 16107701; 15897463; 17081983; 16916647; 17015463; 17924679; 17215513; 18259216; 19015314; 18024471; 18220336; 18691976; 18809582; 18669648; 18318008; 19413330; 19710015; 19208757; 19188445; 19369195; 19690332; 19608861; 20075868; 20159986; 20926688; 20352051; 20333249; 20068231; 21269460; 21084279; 22002061; 21406692; 22528486; 23019224; 22223895; 22362753; 23186163; 24275569; 25218447; 25114211; 25956029; 25772364; 25818168; 25755297; 25944712; 28190768; 28112733; 17879352; 18511415
Q99608	NECD_HUMAN	9354807; 9630521; 14702039; 15489334; 21543378
O75489	NDUS3_HUMAN	9647766; 10967146; 10931946; 14702039; 16554811; 15489334; 19892738; 12611891; 14729820; 19463981; 21269460; 22499348; 24275569; 25944712; 31536960; 30140060
O75161	NPHP4_HUMAN	12244321; 12205563; 16710414; 15489334; 9734811; 15661758; 16339905; 17558407; 19755384; 21565611; 21224891; 21498478; 21555462; 21258341; 22863007; 22550138; 22654112; 23186163; 23574405; 26644512; 15776426; 21546380; 26294103
Q8TB37	NUBPL_HUMAN	14702039; 15489334; 19752196; 20818383; 21269460; 22072591; 23553477
Q8IVD9	NUDC3_HUMAN	12853948; 15489334; 10470851; 14702039; 17525332; 19690332; 20068231; 21269460; 23186163; 
Q96DE0	NUD16_HUMAN	14702039; 16344560; 16641997; 15489334; 15053875; 17567574; 18820299; 21070968; 20385596; 21269460; 21337011; 24275569; 18607096; 26121039
Q9P121	NTRI_HUMAN	12975309; 15489334; 15340161
Q5SRE5	NU188_HUMAN	17974005; 15164053; 8724849; 15489334; 11029043; 17081983; 16964243; 18691976; 18669648; 19413330; 19369195; 19690332; 20068231; 21269460; 21282601; 21406692; 23186163; 24275569
Q16620	NTRK2_HUMAN	7789988; 7823156; 7936202; 11798182; 14702039; 15164053; 15489334; 7574684; 10092678; 16335952; 20193039; 10388563; 11738045; 15494731; 17344846; 18293376; 27884935; 29100083
Q9BV86	NTM1A_HUMAN	10931946; 14702039; 15164053; 15489334; 19413330; 20481588; 20668449; 21269460; 22223895; 24090352; 26543159; 26543161
Q8NG77	O2T12_HUMAN	16710414; 14983052; 
Q01968	OCRL_HUMAN	1321346; 9048911; 14702039; 15772651; 15489334; 8504307; 7761412; 9430698; 10764818; 15474001; 20133602; 21269460; 21971085; 21233288; 22543976; 22228094; 22072788; 22381590; 25869668; 19536138; 21378754; 17765681; 21666675; 9199559; 9682219; 9632163; 9788721; 10923037; 10767176; 15627218; 17384968; 19168822; 21031565
P36873	PP1G_HUMAN	8394140; 15489334; 8111128; 7556599; 9414128; 11739654; 11564868; 12226088; 12529430; 15659832; 15705855; 16492807; 17283141; 17936702; 17965019; 18669648; 19377461; 21269460; 22814378; 23186163; 24275569; 24336203; 20516061; 20926688; 21712997; 23506001; 23846654; 23396208; 24867636; 25944712; 7500362; 11535607; 15280359
P48739	PIPNB_HUMAN	8541325; 15461802; 14702039; 10591208; 15489334; 19608861; 21269460; 22814378; 25944712
Q86YV5	PRAG1_HUMAN	16421571; 17974005; 12471243; 18669648; 19690332; 21406692; 23186163; 24275569; 17344846; 27116701; 29079850
Q9HAB8	PPCS_HUMAN	14702039; 16710414; 15489334; 11923312; 21269460; 22223895; 22814378; 24275569; 12906824; 29754768
Q86YR6	POTED_HUMAN	12475935; 10830953; 15276201; 21248752
Q9NQV8	PRDM8_HUMAN	14702039; 15489334; 22961547
Q9H4Q3	PRD13_HUMAN	14574404; 
P63135	POK7_HUMAN	10469592; 16710414
P0CG39	POTEJ_HUMAN	15815621
Q7Z6Z6	PLPL5_HUMAN	14702039; 10591208; 15489334; 16150821; 16799181
O60240	PLIN1_HUMAN	9521880; 16572171; 15489334; 21345103; 23399566; 24275569; 26357594; 27832861
Q07869	PPARA_HUMAN	7684926; 7981125; 8993548; 18619963; 19263263; 15461802; 14702039; 10591208; 7629123; 9238002; 9556573; 10195690; 10681503; 11915042; 12955147; 21047783; 24043310; 28167758; 11698662; 11587644; 11845213; 17157019; 17243659; 19622862; 19349176; 19116277
Q96N28	PLD3A_HUMAN	14702039; 16177791; 15489334; 17974005; 26071602
Q5FWE3	PRRT3_HUMAN	12975309; 15489334; 14702039; 15340161; 23186163; 23234360
P31939	PUR9_HUMAN	8567683; 8867801; 9378707; 14702039; 15815621; 15489334; 1286667; 10985775; 11948179; 14756554; 19413330; 19608861; 21269460; 22223895; 22814378; 24275569; 25687571; 14756553; 14966129; 29072452; 15114530
Q15256	PTPRR_HUMAN	7557444; 10705342; 11147789; 14702039; 16541075; 16441242
Q15678	PTN14_HUMAN	7733990; 16710414; 15489334; 10934049; 12808048; 17893246; 17525332; 19413330; 19369195; 20826270; 21406692; 22948661; 22233626; 23186163; 22525271; 16534812; 16959974
Q9UL46	PSME2_HUMAN	10199920; 7789512; 12508121; 15489334; 17323924; 20068231; 21269460; 22814378; 23186163; 24275569; 25944712
Q9NXS2	QPCTL_HUMAN	14702039; 15057824; 15489334; 18486145; 21269460; 25944712; 21288892
Q96AH8	RAB7B_HUMAN	15144907; 15489334; 21057625; 20375062; 20953574; 21255211
Q2TAL8	QRIC1_HUMAN	14702039; 15489334; 18669648; 19690332; 21269460; 22814378; 24275569; 28112733; 28692176
P29373	RABP2_HUMAN	1654334; 1309505; 1334086; 14702039; 21697133; 16710414; 15489334; 11909957; 15866176; 21269460; 21998312; 7704533; 9600845; 10531482; 9737849; 9737883; 16979656; 17447762
P11216	PYGB_HUMAN	3346228; 2615594; 11780052; 15489334; 12665801; 19413330; 21269460; 22814378; 24275569; 27402852
Q8TC12	RDH11_HUMAN	11245473; 10810093; 14702039; 16303743; 12508121; 15489334; 17286855; 12036956; 12226107; 15865448; 19608861; 21269460; 24916380; 24275569; 25944712; 29410696
Q86X10	RLGPB_HUMAN	10574462; 12168954; 17974005; 11780052; 15489334; 14702039; 16490346; 18669648; 19690332; 21269460; 23186163; 24275569
Q9Y4G8	RPGF2_HUMAN	9205841; 10548487; 10608844; 10608883; 10801446; 11168587; 10934204; 11359771; 11598133; 12391161; 17081983; 16272156; 17724123; 17525332; 18088087; 18669648; 19690332; 20068231; 21840392; 23186163; 23800469; 24275569; 29507423
Q99729	ROAA_HUMAN	1717314; 8999813; 14702039; 15489334; 14654843; 15782174; 16964243; 17289661; 18691976; 18669648; 19413330; 19608861; 20068231; 21269460; 21406692; 23186163; 24275569; 24129315; 28112733
P62875	RPAB5_HUMAN	8524256; 14702039; 15489334; 7651387; 9852112; 16809778; 21269460
Q9NQ39	RS10L_HUMAN	11780052
P62081	RS7_HUMAN	8522193; 14702039; 15815621; 15489334; 8706699; 11823430; 14654843; 19061985; 18669648; 19690332; 19608861; 20873783; 20068231; 21269460; 21406692; 24524803; 24275569; 25944712; 28112733; 23636399; 28483520
Q8IXU6	S35F2_HUMAN	14702039; 15489334; 17974005; 9119394; 19690332; 20068231; 22814378; 23186163
Q9NR31	SAR1A_HUMAN	10871277; 11230166; 14702039; 15164054; 15489334; 17005010; 18669648; 19181664; 20068231; 21269460; 23186163; 24275569; 25944712
Q6YBV0	S36A4_HUMAN	14702039; 15489334; 21097500; 22814378
Q92681	RSCA1_HUMAN	8836035; 14702039; 16710414; 14724758; 16788147; 16788146; 17686765
Q6PCB7	S27A1_HUMAN	14702039; 15057824; 15489334; 10873384; 12556534; 20530735; 21395585; 28178239; 30970241
Q9BY50	SC11C_HUMAN	14702039; 15489334; 21269460
Q86VW0	SESD1_HUMAN	15815621; 15489334; 14702039; 20164195
P84101	SERF2_HUMAN	9731538; 16572171; 15489334; 20723760; 21269460
Q92599	SEPT8_HUMAN	12023038; 12909369; 9039502; 10704283; 14702039; 15372022; 15489334; 12475938; 12098780; 15116257; 15915442; 21269460; 22814378; 23186163; 24275569; 27084579
Q8TCY0	SI11B_HUMAN	12036298; 10830953; 
P0DMW4	SIL2A_HUMAN	15772651
Q9NR45	SIAS_HUMAN	10749855; 14702039; 15164053; 15489334; 19608861; 21269460; 22814378; 24275569; 27213289; 16597820
Q8WW01	SEN15_HUMAN	11318611; 14702039; 16710414; 15489334; 15109492; 21269460; 23186163; 25558065; 17166513; 27392077
Q8N196	SIX5_HUMAN	8595416; 15057824; 15489334; 14702039; 9949207; 10756185; 12500905; 17357085
Q8TD33	SG1C1_HUMAN	16554811; 15489334; 12406855
Q9Y6H5	SNCAP_HUMAN	10319874; 10967135; 16595633; 15489334; 11590439; 12750386; 14506261; 15064394; 19224863; 19762560; 12761037; 18366718
P35499	SCN4A_HUMAN	1315496; 1310396; 12766226; 1339144; 16625196; 1310898; 24497506; 29992740; 30190309; 1659948; 1659668; 1338909; 1316765; 8388676; 8308722; 8242056; 8058156; 7695243; 8580427; 9266738; 9392583; 10369308; 10218481; 10599760; 10727489; 10851391; 10944223; 11558801; 11591859; 15318338; 15596759; 15790667; 16786525; 16890191; 16832098; 18162704; 17212350; 17998485; 18203179; 18046642; 18690054; 18166706; 17898326; 19015483; 20076800; 19347921; 18337100; 19118277; 19077043; 20522878; 21043388; 24549961; 25707578; 26700687; 25660391; 27653901; 27535533; 26659129
Q8NDZ2	SIMC1_HUMAN	14702039; 15372022; 15489334; 15144186; 17525332; 23086935
Q96T21	SEBP2_HUMAN	12095701; 11230166; 14702039; 15164053; 15489334; 19004874; 16228000
O75934	SPF27_HUMAN	9731529; 10403562; 16710414; 15489334; 12169396; 12429849; 19413330; 20176811; 21269460; 22814378; 23186163; 24332808; 28502770; 28076346; 29360106; 29301961; 30705154; 16959974
Q8IWY4	SCUB1_HUMAN	12270931; 10591208; 16753137; 18691976
Q9NRY2	SOSSC_HUMAN	11042152; 15164053; 15489334; 19413330; 19605351; 19683501; 23186163
Q6ZRS2	SRCAP_HUMAN	15616553; 14702039; 9205841; 15489334; 10347196; 10702287; 11522779; 11581372; 14500758; 14966270; 15647280; 16024792; 16634648; 17617668; 22265015; 23186163
P51532	SMCA4_HUMAN	8232556; 8208605; 11085541; 18386774; 15057824; 9590696; 10204490; 11839798; 12917342; 15075294; 16051670; 17081983; 16964243; 17525332; 18765789; 18669648; 19413330; 19571879; 19690332; 19608861; 20137775; 20460684; 20418909; 20068231; 21269460; 21406692; 23186163; 24275569; 28649782; 28112733; 22952240; 26601204; 29374058; 17274598; 17582821; 22426308
Q9NRA0	SPHK2_HUMAN	10751414; 11230166; 14702039; 15057824; 15489334; 12954646; 16103110; 16118219; 17311928; 17635916; 17897319; 18263879; 18669648; 19168031; 19729656; 20197547; 20959514; 23186163; 24275569; 29615132
Q9H7B4	SMYD3_HUMAN	15235609; 14702039; 16710414; 15489334; 21269460; 22419068; 22814378; 23186163; 25738358; 
Q2M3G4	SHRM1_HUMAN	11853319; 15372022; 15489334; 16615870; 18669648; 20068231; 22814378; 23186163; 24275569
Q13424	SNTA1_HUMAN	8576247; 8612778; 10212242; 14702039; 11780052; 15489334; 10230395; 11163757; 17081983; 18669648; 19413330; 20068231; 23186163; 24275569; 19684871; 18591664
Q15800	MSMO1_HUMAN	8663358; 14702039; 15815621; 15489334; 21269460; 23583456; 24275569; 26114596; 26038696; 28673550; 21285510; 24144731
Q9HC36	MRM3_HUMAN	14702039; 15489334; 12296377; 21269460; 24036117; 25074936; 24275569; 25009282; 25944712
Q7Z745	MRO2B_HUMAN	17974005; 15372022; 15489334; 14702039; 
Q6NTE8	MRNIP_HUMAN	17974005; 15372022; 15489334; 27568553
