UniprotID_1,UniprotID_2,confidence
P61019,P11171,0.28
O15111,P04792,0.431
Q9UHD2,Q12933,0.993
Q9UHP3,Q96Q07,0.36
O15111,Q92793,0.943
O60566,O15379,0.431
P51668,Q9H0F5,0.431
P02768,P02649,0.712
P25054,P31947,0.36
Q96JB5,Q04206,0.644
Q9BRK4,Q9BQY4,0.431
P25963,Q04206,1.0
Q9UNH6,P19174,0.28
Q13501,P54725,0.636
P54725,Q13501,0.636
Q15834,P51116,0.431
O43815,P48643,0.888
Q9Y2I8,Q04864,0.28
P19012,Q8WW24,0.431
Q8TDY2,Q9Y3A3,0.36
P19438,P23396,0.28
O94856,P00519,0.28
P07437,O14920,0.28
P78537,Q9UL45,0.999
Q99873,Q9UKE5,0.28
P28222,Q9Y2Q3,0.36
Q96A84,Q9H8T0,0.28
P15927,P43351,0.885
P43351,P15927,0.885
P63279,Q9UBC3,0.946
Q9Y3E5,Q08117,0.961
P61024,Q13309,1.0
Q14164,Q9P0I2,0.28
P25788,P25786,1.0
Q9Y2I8,P31947,0.28
P62633,O00425,0.36
Q6UWB1,P42224,0.719
Q68CP9,P51532,1.0
Q5VVJ2,Q92831,0.431
Q92831,Q86YP4,0.55
Q7Z6Z7,Q8N726,0.921
Q14103,P11940,1.0
P35226,Q13618,0.431
Q01453,P25189,0.824
Q9HAW0,Q9UIA9,0.36
Q96SN8,P07196,0.36
Q92769,P35659,0.719
P61457,Q9NZR2,0.28
Q9UKV5,P62837,0.816
P12004,Q15054,1.0
P54274,P46939,0.191
Q9H5J0,P12757,0.494
P61077,Q9Y4K3,0.935
P49682,P80098,0.28
P25398,P62277,0.961
Q15291,Q03164,1.0
Q8TBB1,Q9P209,0.431
Q9P209,Q8TBB1,0.431
Q96L34,Q86YV9,0.36
Q86YV9,Q96L34,0.36
O43567,P51668,0.981
O43242,Q9P2S5,0.36
P62993,P04626,0.999
P08047,Q09028,0.854
Q09028,P08047,0.854
Q15427,Q15554,0.191
Q8TAF3,Q9NPE3,0.36
Q96KS0,Q96KS0,
Q8N2W9,P14373,0.55
Q03135,P17302,0.719
Q02978,Q96RR4,0.191
Q9Y2T1,P49841,0.986
P54274,O14654,0.191
P01375,O15027,0.28
P01215,P21246,0.431
Q14814,Q13164,0.938
Q13164,Q14814,0.938
Q9BQ83,Q9UHI6,0.36
P06239,Q13094,0.767
P07858,P40692,0.719
Q9BXR0,Q13432,0.431
Q00987,Q16626,0.28
Q969G3,Q969G3,
Q96RN5,P10242,0.431
Q7Z7A4,P27986,0.28
Q9NXU5,Q8IWV7,0.431
Q15554,P35580,0.191
O14639,O95751,0.6
O95751,O14639,0.6
P12931,P15586,0.28
Q14498,P35222,0.591
O75886,Q13671,0.913
P49674,Q92878,0.719
Q9Y2C2,P01106,0.28
Q15714,Q8NFQ8,0.28
Q9Y4K3,Q9Y2X8,0.431
P50750,Q9Y6M1,0.191
O60381,P06400,0.9
P20333,P04350,0.28
Q14157,O75051,0.36
O95999,O95999,
P01106,P35251,0.28
Q8N357,P05091,0.431
O43791,Q05516,0.431
Q9UDT6,P61244,0.431
P54105,P62316,0.988
P62316,P54105,0.988
Q99959,Q00403,0.28
Q13616,Q96GG9,1.0
P14373,P06400,0.861
P39880,Q01826,0.719
Q92769,Q05195,0.744
Q92598,P22736,0.28
Q96EB6,O60477,0.893
Q15773,Q96T76,0.705
Q9NR30,Q9Y478,0.28
P11021,Q8IXB1,0.909
P42229,Q06187,0.885
O15198,Q8IZL8,0.36
P33176,Q9Y478,0.28
Q13087,P16333,0.28
Q9BYM8,O43318,0.431
O75531,Q14676,0.28
Q9H0A6,P32119,0.431
Q9UBP6,P57081,1.0
Q9BST9,O60504,0.644
P42768,Q13094,0.28
Q5SSJ5,P61956,0.571
Q92993,P29074,0.6
P98095,P54259,0.36
P17542,Q86U70,0.982
O00221,P54136,0.28
P23526,Q96BK5,0.36
P54257,Q9H7E9,0.636
Q9H7E9,P54257,0.636
O15357,P00533,0.676
P01106,Q93008,0.28
Q9Y3C0,P60880,0.55
P60880,Q9Y3C0,0.55
O14593,O00287,0.951
P35226,P35226,
Q92993,Q00987,0.895
Q00987,Q92993,0.895
Q9UIS9,Q13547,0.55
P04179,Q9Y6G9,0.55
Q9H8T0,Q8N612,0.55
P01106,Q14690,0.28
O95402,Q15528,0.991
P43364,Q96T60,0.431
Q9Y5E4,Q9Y6T7,0.36
Q9NRG4,P13533,0.494
Q9BUL8,Q9Y6E0,0.998
Q9NRI5,Q8WY54,0.36
P19474,Q13158,0.55
Q09472,P17181,0.431
P31273,P06241,0.28
Q96RK0,Q9HC77,0.55
P06748,Q9Y4K3,0.28
Q9Y618,Q06455,0.943
P61160,O15144,1.0
Q70EL4,Q04917,0.36
Q9Y5U2,Q13813,0.431
Q9NRR8,P60953,0.767
Q15543,O00268,0.996
Q02535,Q68DY1,0.36
P20936,Q96EY1,0.824
Q9Y265,Q9BRX2,0.851
Q13347,P23508,0.28
P15976,P17542,0.984
P06753,P06753,
Q15545,P10827,0.28
P49765,P17948,0.798
Q01844,Q96CW9,0.431
Q96CW9,Q01844,0.431
O76080,Q9Y4K3,0.719
Q9UPN3,Q9Y4D7,0.36
Q9Y4D7,Q9UPN3,0.36
Q9BQS6,P63172,0.874
P07948,P25063,0.798
Q8N5W9,Q05516,0.431
Q9UQE7,Q8WVM7,1.0
P43356,P04637,0.938
O75956,O14519,0.89
P33176,Q7L2J0,0.191
P28799,Q96AQ9,0.431
Q96AQ9,P28799,0.431
P11532,Q9NRI5,0.36
Q8TDN6,P61077,0.28
Q07021,P38432,0.36
P18206,P06396,0.644
P04921,Q00013,0.824
P17612,Q92736,0.824
O00231,O75832,1.0
Q12769,Q8NFH3,0.854
P40123,P63261,1.0
Q14207,P14859,0.431
P04839,P46940,0.55
P11171,Q9HB71,0.591
Q2TAZ0,P60520,0.6
Q14449,P11362,0.913
Q8TBB1,Q96BR9,0.431
P21580,O15111,0.55
Q7L4I2,O75618,0.28
Q99683,Q5VWQ8,0.854
P06241,P78345,0.28
Q99062,P07948,0.431
P07948,Q99062,0.431
P00338,O60706,0.431
O60706,P00338,0.431
P33993,P51948,0.778
P78318,P48643,0.882
Q15834,Q16718,0.431
Q13137,Q9H0I2,0.431
O00442,Q9BUJ2,0.28
O95199,Q9BT78,0.431
Q9NZN5,Q9NZN5,
Q9BQ66,P29972,0.431
P29972,Q9BQ66,0.431
Q13873,O43559,0.55
P19174,Q9GZY6,0.84
Q13952,Q6AI39,0.431
O00422,P54577,0.36
Q9BVJ6,P21673,0.431
P01100,Q13427,0.28
Q13177,P27797,0.55
Q9Y5X3,P53675,0.55
P54646,Q9UHR4,0.494
Q96KQ4,Q9H3D4,0.778
Q13761,Q99623,0.36
Q9BVP2,Q9Y5J5,0.28
Q12933,P08138,0.644
Q15797,P52926,0.28
Q8NHQ1,Q13136,0.55
Q9Y2X8,Q9UBF6,0.431
Q9UBF6,Q9Y2X8,0.431
Q3MHD2,Q6XUX3,0.36
P15927,Q9BQS8,0.36
P54274,P14625,0.191
Q9BV36,Q9Y2J0,0.191
Q9BQ95,Q13867,0.431
Q13867,Q9BQ95,0.431
P10074,Q96BR9,0.431
Q9BZH6,Q9H0R8,0.36
Q96IZ5,P60763,0.28
P27695,P78396,0.28
Q8N163,O76071,0.36
P60866,Q9Y6K9,0.28
P49354,Q9UBN7,0.55
P26367,Q96F44,0.778
Q00987,Q5VUB5,0.28
Q9HAW0,O60762,0.36
Q9P2H0,Q05193,0.431
Q15008,Q6UB35,0.28
O00442,P46779,0.28
Q13526,P24864,0.824
Q09472,O95600,0.28
P31947,Q5EBL8,0.28
Q14192,Q9NRA0,0.431
Q16186,O00487,0.958
Q16637,Q96HA8,0.431
Q00610,P23508,0.36
Q15543,Q92804,0.798
Q13163,P49841,0.28
Q13114,O43734,0.676
O14798,P50591,0.948
P61981,Q96A72,0.802
O14936,Q12929,0.89
Q12929,O14936,0.89
Q9Y265,Q99558,0.28
Q58WW2,Q969Q1,0.28
P22392,P61088,0.55
P43405,P19174,0.996
P46527,Q5XPI4,0.676
P07737,Q8TDM6,0.431
P47914,Q96BK5,0.28
O14745,P26038,0.997
Q8NBZ0,Q9Y5K5,0.926
Q15572,Q53T94,0.988
Q92734,Q99759,0.55
O75815,P62273,0.28
Q9H1J1,Q96Q15,0.854
Q8N392,Q99547,0.431
O15379,O43439,0.987
Q9NY93,Q9NY93,
O60566,O76070,0.824
P31947,Q9UDY2,0.36
Q14181,Q9H8T0,0.55
P25942,Q99417,0.28
P17693,P53618,0.431
P21673,Q96F10,0.644
Q9UKV5,P61077,0.676
Q14192,Q05516,0.824
O00206,P55085,0.431
Q96A33,Q9HC24,0.36
Q4VCS5,Q01167,0.191
O43752,O75379,0.959
O43639,O15169,0.644
Q09028,Q01094,0.28
P08631,Q13094,0.431
Q15223,P55196,0.978
P55196,Q15223,0.978
P0CG47,Q99741,0.636
Q9P287,P35222,0.28
Q9HDC9,P58215,0.36
P20336,Q9UPA5,0.55
Q14315,P00519,0.28
Q00653,Q8NHW5,0.28
P54253,P16144,0.36
Q9UQ35,P24534,0.191
Q16665,Q00987,0.984
O60739,O14818,0.28
Q92547,P52701,0.591
P60709,P60709,
Q6XYQ8,Q6XYQ8,
Q9UBW8,Q93034,0.529
P42229,P00533,0.591
O95190,O14977,0.36
Q9BRC7,Q9HCM9,0.431
O94927,Q7Z4H7,0.955
Q86Y56,Q9Y5V3,0.36
Q8TCJ2,P04843,1.0
Q96PY6,P49815,0.55
P05106,P07948,0.431
Q9P035,P60520,0.36
P25054,O14964,0.431
Q12962,Q8TDR0,0.191
Q9GZZ1,Q9Y4K3,0.28
P07333,P62993,0.992
O14798,Q9UKY1,0.431
P49767,P35916,0.935
P35916,P49767,0.935
Q12888,Q6ZW49,0.974
Q9NQ31,Q15843,0.28
P50453,O75400,0.431
Q14209,Q8N488,0.861
Q71U36,Q9UBN7,0.987
P12004,P26358,0.999
P06241,P10301,0.28
P13987,O14931,0.55
Q9UL03,O15514,0.191
O60739,P35544,0.28
Q9NP79,Q7Z7J5,0.431
Q9HBH9,Q9HBH9,
Q9H0F5,P62837,0.676
Q9HAU4,Q9NP98,0.28
Q14152,O75822,0.999
P62714,P40227,0.944
Q96NE9,P40692,0.431
P16035,P43487,0.28
O43395,O43172,1.0
P35368,Q14315,0.431
Q14315,P35368,0.431
P12757,Q9UNY4,0.36
Q9UNY4,P12757,0.36
Q9P1U1,P61160,1.0
Q66K89,Q8N726,0.644
Q13424,Q14500,0.55
P46977,O75534,0.431
Q9UHV7,Q96HR3,0.996
Q9UBF6,Q9NWX5,0.719
Q9NWX5,Q9UBF6,0.719
P18848,Q9NRI5,0.84
Q8N4C6,P49841,0.943
P49841,Q8N4C6,0.943
P60510,Q99832,0.854
Q8TAF3,Q6ZVD8,0.75
Q9UNH5,P04637,0.824
Q9H0A6,O60502,0.431
P63208,Q969U6,0.992
O75095,P46109,0.36
P40763,P07332,0.55
P68104,P78560,0.644
Q96GG9,Q13618,0.96
P68032,O94929,0.951
O43909,P06241,0.28
P63279,O43353,0.431
O95835,O43464,0.955
Q9BWD3,Q9UMX0,0.431
Q9UMX0,Q9BWD3,0.431
P12830,Q13443,0.28
P11441,O43765,1.0
P35222,Q15910,0.798
P78527,Q12906,0.982
O75554,P09012,0.431
Q13625,Q9BYC9,0.431
Q9NX58,Q05516,0.431
P01106,P42695,0.28
P55789,P55789,
P15559,P04637,0.676
P40763,P51813,0.676
Q9Y620,Q9UJX2,0.431
Q9UJX2,Q9Y620,0.431
Q8WVZ9,Q9P2H0,0.431
Q13242,Q09161,0.793
P12004,P00918,0.719
Q9Y6K9,P58107,0.28
O75529,P61244,0.28
Q9Y572,Q05639,0.28
Q9H254,Q9NYQ7,0.191
P51668,Q9BZR9,0.431
P20823,Q16270,0.431
P12931,P17600,0.778
Q92934,P37840,0.676
Q9NRR5,Q9H7N4,0.36
P31270,Q13547,0.28
P02730,Q8N726,0.89
Q6PGP7,Q8N7H5,0.778
Q7Z5R6,O75400,0.191
O75400,Q7Z5R6,0.191
Q14103,P63279,0.931
Q9NRR5,Q96SL4,0.431
P08670,P35900,0.431
Q8TAS1,P00519,0.28
Q8TBB1,Q15645,0.431
Q15645,Q8TBB1,0.431
O00217,P40692,0.431
P04637,P51946,0.644
Q15631,P23508,0.28
Q07092,P63165,0.28
Q6ICC9,Q15554,0.191
O60476,P08047,0.28
Q15424,Q12873,0.431
Q12873,Q15424,0.431
Q96JB5,P02788,0.28
O15116,Q14684,0.431
Q13393,Q15382,0.28
Q99497,O95983,0.55
Q9H204,Q9GZV5,0.55
Q6ZNA4,P51965,0.676
Q14919,O75593,0.861
P61956,Q9UBW7,0.788
P61077,O94874,0.28
Q96R06,Q13444,0.431
Q86XL3,P62714,0.28
P35968,P46940,0.591
P34897,Q9Y478,0.28
Q9BPX1,Q9BPX1,
Q02535,Q92574,0.431
O94979,P55735,1.0
P20618,Q14164,0.28
P29466,P29466,
Q7L5N1,P21673,0.431
P40337,P24666,0.28
P60866,P42336,0.36
Q9Y572,P62258,0.28
P01375,Q13546,0.999
P23760,Q9UER7,0.591
Q92947,Q16543,0.431
P51684,P78556,0.982
P78556,P51684,0.982
P84022,O00231,0.36
O00231,P84022,0.36
Q9H5Q4,Q9Y5J5,0.28
Q9UQ53,Q6UWE0,0.36
P62899,Q9NY93,0.952
Q14249,O95831,0.55
Q13490,P14625,0.55
O75167,P19174,0.28
Q9P0L2,P61981,1.0
P60510,Q66LE6,1.0
Q8WXI2,Q9UKE5,0.36
P98170,P61077,0.985
P46527,P24864,1.0
P24864,P46527,1.0
Q13526,O75909,0.191
Q8TDR0,Q15555,0.55
O60244,P52630,0.719
P67809,Q99558,0.28
Q9UM73,P07900,0.191
Q86VX2,Q8N668,0.431
Q5JVS0,P04637,0.778
P04637,Q5JVS0,0.778
Q92643,Q969N2,0.99
Q9BRJ2,Q8WVZ9,0.36
Q9NQ29,O14776,0.494
Q9P1U1,O15145,1.0
P22681,Q96B97,1.0
Q13547,O00458,0.644
O00213,Q9Y2W1,0.28
O75822,O15371,0.982
Q9BQD3,Q96LK0,0.431
Q9P2W9,Q6NUQ1,0.28
Q9Y3Q4,P00519,0.28
Q93009,Q14566,0.36
Q13620,Q9GZS3,0.36
Q15155,Q969Q1,0.28
Q14974,Q16637,0.854
P61088,Q6UWE0,0.676
Q8WW35,P13984,0.494
P78352,Q13224,1.0
Q13224,P78352,1.0
Q9UQE7,Q92995,0.36
Q14164,P58546,0.28
P20618,Q92956,0.28
P10071,Q9NRP7,0.644
Q07866,Q12840,0.999
Q99728,Q9Y2X7,0.719
Q9BVG3,P12757,0.494
P12757,Q9BVG3,0.494
Q15038,O14964,0.431
Q16594,Q99689,0.28
Q08945,Q9NVU0,0.55
Q969F0,Q96D59,0.431
O94906,P83876,1.0
P68363,P05162,0.28
Q9BPX5,O15145,1.0
P02649,P50502,0.744
O15198,Q13485,0.738
Q16637,Q9Y3F4,0.905
P31153,P62330,0.28
Q92769,P16220,0.482
Q3B726,Q9H5J8,0.191
P29350,O60674,0.84
Q8TCU6,P42345,0.979
Q7L2J0,P61081,0.191
Q9Y265,O75940,0.36
Q9HCK5,P31689,0.75
Q9H0Y0,O14929,0.36
Q15714,Q15365,0.28
P07900,Q05513,0.636
P20226,P17480,0.676
P17480,P20226,0.676
P61758,Q99471,1.0
Q9NRM2,P38432,0.36
P60953,P60953,
O95999,O14733,0.55
P38398,Q6UWZ7,1.0
Q6UWZ7,P38398,1.0
P48552,O15379,0.928
Q15349,P17252,0.719
O14640,Q12929,0.778
Q12929,O14640,0.778
Q13561,P62993,0.644
P29597,P29597,
Q99816,Q9H270,0.431
Q9NR30,P06748,0.966
Q13480,O75791,0.987
P46781,Q6XUX3,0.36
Q6IAN0,A0JLT2,0.36
O15234,P38919,1.0
Q6VMQ6,Q13485,0.676
P09874,P10276,0.84
Q9P2H0,Q9H8T0,0.431
P35236,P27361,0.959
Q15185,O14746,0.895
Q06710,P20073,0.28
P18146,Q92793,0.84
Q09472,O15105,0.824
O15105,Q09472,0.824
Q99459,P62314,0.994
P43364,P58340,0.431
Q12834,Q3LI72,0.36
Q9Y572,P78527,0.28
P51571,O75365,0.28
Q6IN85,P60510,0.988
P60510,Q6IN85,0.988
Q9P2S5,Q66GS9,0.54
P46379,O95163,0.494
Q5RL73,Q02363,0.431
P21802,P09038,0.985
Q99750,Q9UKJ5,0.431
Q13547,P08047,1.0
P02786,P23508,0.28
Q86WK6,Q86SJ2,0.55
P78317,P12757,0.494
P12757,P78317,0.494
O60673,Q9UI95,1.0
Q13352,O00291,0.28
O15315,O43502,0.999
O00231,P51665,1.0
Q15388,Q9BXM7,0.816
Q16576,Q9UK53,0.836
O75762,Q9NQC7,0.28
Q99750,Q8NEC5,0.431
Q12769,O75317,0.36
Q9Y3F4,Q9Y478,0.28
Q5TCZ1,Q13444,0.874
P09874,O75367,0.9
O15040,Q9BXW4,0.494
A8K0R7,P62258,0.431
Q13422,P63279,0.431
Q15022,P13631,0.28
P68400,Q9H5J8,0.191
P04637,O60729,0.719
O60729,P04637,0.719
P43360,Q8N163,0.36
P40763,Q92793,0.885
P45985,P45984,1.0
Q96FJ2,Q96LC9,0.938
Q96LC9,Q96FJ2,0.938
P35221,P12814,0.591
Q99962,Q99961,0.999
P68104,P35080,0.55
P35080,P68104,0.55
Q13464,Q99816,0.719
Q8TDB6,P61077,0.744
Q8IVH8,P62993,0.669
Q9HAU4,P26641,0.28
P19438,P31689,0.28
Q9HAW4,O00311,0.55
Q9UQ13,Q96RT1,0.89
Q03111,P50750,0.999
P17252,Q02952,0.431
P62837,Q96A37,0.431
Q96A37,P62837,0.431
O43815,Q13033,1.0
Q70Z53,Q9UBQ0,0.431
O00141,P50395,0.28
O14641,P49407,0.644
P49703,P31689,0.431
O00459,P10747,0.986
Q9UHB7,Q03164,0.84
Q9H2C0,P62877,0.28
Q14684,P62906,0.911
Q14240,Q96DG6,0.36
Q9BQD3,Q8TAP4,0.431
P29350,Q07666,0.55
Q9H013,Q9NYB9,0.824
Q9NYB9,Q9H013,0.824
P62306,P62308,1.0
Q03135,P01112,0.778
Q15554,P49959,0.939
P26651,P31946,0.744
Q9BWH6,O15523,0.191
Q9Y6N9,Q8N6Y0,0.778
Q96JN2,Q99459,0.36
Q9NVD7,P40692,0.494
Q96CX2,P20333,0.28
P29590,Q96ST3,0.84
Q13485,P63165,0.905
O76095,Q16763,0.28
O15379,Q96T37,0.28
P63279,Q14789,0.431
Q9NVC6,Q15528,1.0
P36873,P10415,0.844
P10415,P36873,0.844
Q5VWK5,P42701,0.644
P42701,Q5VWK5,0.644
P01106,Q12888,0.28
Q5QP82,Q15560,0.36
P19338,P62140,0.885
Q15788,P06401,0.867
Q9Y4R8,P78527,0.988
O43592,O43918,0.28
Q5VWG9,P20226,0.942
Q7Z412,Q9UMX1,0.55
Q13233,O95816,0.28
Q12965,Q8N8R7,0.55
Q03001,Q16659,0.431
Q16659,Q03001,0.431
P19429,Q13563,0.824
P04183,Q9GZT6,0.636
P35568,O60674,0.909
Q9UN74,Q96ID5,0.431
Q96ID5,Q9UN74,0.431
P20591,P48995,0.824
P48995,P20591,0.824
Q9BPX3,P39748,0.28
P49662,Q8TBZ2,0.36
P22004,Q13705,0.89
Q15428,Q15393,0.978
Q8IYI6,P11234,0.778
P49662,Q14203,0.28
P61160,O75815,0.28
Q9UPY5,P16070,0.778
P62745,P33316,0.431
Q9H211,Q9UJX4,0.28
P10276,P35249,0.28
Q12834,Q9UJX4,0.99
O00161,Q15836,1.0
P81877,Q86U70,0.955
P50750,Q13151,0.191
P07766,Q9H6S3,0.431
P25208,P20226,0.778
Q13309,P20248,0.99
O60739,P42766,0.28
Q13671,P42684,0.946
P42684,Q13671,0.946
Q13188,Q8WWW0,0.974
Q8WWW0,Q13188,0.974
O00499,Q13426,0.89
O60543,Q05516,0.431
Q5VVX9,Q86Y13,0.431
O75554,P0CG12,0.36
Q9BQ95,Q15382,0.431
Q15382,Q9BQ95,0.431
O43815,Q9ULQ0,1.0
Q96JC1,Q9UJC3,0.431
O15198,Q8N988,0.431
Q8N988,O15198,0.431
Q5VWX1,O14979,0.191
P01106,O60563,0.917
Q14191,P54132,0.973
P07910,Q14164,0.28
Q9UBC3,Q15047,0.644
Q8WV24,O15371,0.824
P62249,Q13233,0.28
Q13017,P61587,0.824
Q96EQ8,Q96LR5,0.431
P22681,Q15811,0.993
Q86X27,P61981,0.54
Q9Y230,P01106,0.893
Q9UHI6,Q9Y333,0.55
Q9Y478,Q52LJ0,0.28
Q9H467,O14920,0.644
Q13547,Q96BD5,0.998
P98170,O43318,0.854
Q03135,O75581,0.946
P84022,Q13485,1.0
Q13485,P84022,1.0
Q9H2X3,Q96CW1,0.28
Q06190,Q5T6C5,0.36
P56524,P45973,0.778
P34932,Q04864,0.431
Q92560,Q8TEX9,0.36
Q99558,P61353,0.28
P29692,P62191,0.431
P17096,Q13416,0.676
Q9UHB7,P51825,1.0
Q15369,Q99619,0.836
Q99619,Q15369,0.836
Q16186,Q13200,0.997
Q9BX70,Q5RL73,0.431
P11171,P55769,0.591
Q9UKD2,P10276,0.28
P51116,P35520,0.431
Q9UMX0,P07237,0.89
P08670,P07196,0.494
Q12800,Q9NRX5,0.28
Q8N5W9,O14798,0.431
Q9NRZ9,Q9UBC3,0.778
Q9UKB1,Q9Y297,0.997
Q15022,Q92800,1.0
P05556,Q13797,1.0
Q9UIG0,Q96ST3,0.913
P61244,P19367,0.28
Q5VSL9,O00506,0.995
Q5W0B1,P35221,0.431
P34932,Q99614,0.55
Q9HCB6,Q06481,0.644
Q5T0N5,Q92995,0.431
P01111,Q14449,0.644
Q6FIF0,Q12933,0.938
P08908,P21453,0.778
Q9UKV5,Q9GZP9,0.767
Q8IYR0,O15350,0.191
Q9C026,Q9Y297,0.431
Q9Y297,Q9C026,0.431
Q93062,Q14687,0.431
Q14687,Q93062,0.431
Q9H944,Q93074,0.998
Q8TAB5,P62333,0.431
Q92905,Q9UNS2,1.0
Q9NZI8,Q13418,0.36
Q9Y2K6,P35249,0.191
Q9Y2W2,Q15365,0.431
Q15834,Q96EZ8,0.798
Q9Y2T1,P35222,0.998
P55316,O60383,0.431
Q15910,Q9UBC3,0.961
P16471,P51956,0.719
Q13547,P68431,0.984
Q02978,P20333,0.28
Q99873,P78330,0.28
Q9HCS7,Q9UNP9,0.99
O75190,Q15714,0.28
P25054,P63010,0.431
P42261,O43491,0.719
Q09472,Q14814,0.705
Q9Y4K3,P63165,0.676
Q96FF9,Q9UQE7,0.987
P53350,O75170,0.36
O00231,P68104,0.802
Q92793,P05412,0.998
P04637,Q8TDN4,0.84
Q8TDN4,P04637,0.84
Q10570,P46934,0.36
P46934,Q10570,0.36
Q13546,P04350,0.28
Q9NX46,Q70Z53,0.431
Q70Z53,Q9NX46,0.431
Q9NVP2,Q16695,1.0
O60739,P27797,0.28
Q9Y463,P61962,0.998
P62714,Q5FBB7,0.807
Q14192,P35222,0.861
Q99460,Q9UKE5,0.28
Q8TEE9,P78527,0.55
Q12824,O14980,0.719
P17181,P01574,0.732
P08670,P23490,0.431
Q9NVF7,Q12933,0.431
O14727,Q96GX9,0.824
P78527,Q01201,0.28
P05455,Q92956,0.28
Q9Y478,P15311,0.36
Q13352,Q9NWY4,0.28
Q15554,Q9NUX5,0.998
Q9NRR5,Q49A88,0.36
Q92535,Q9BRB3,0.84
Q96CB9,Q13501,0.36
P36575,O14733,0.36
O75083,P62993,0.712
P08631,O00459,1.0
Q5T3J3,P04183,0.54
P04183,Q5T3J3,0.54
P46934,Q16655,0.798
Q16655,P46934,0.798
Q9NRR5,P16949,0.6
Q16623,P48067,0.719
P48067,Q16623,0.719
Q9UMN6,P84022,0.494
P60709,Q7L2J0,0.494
Q8NB91,O15287,0.951
O43281,P56945,0.431
Q9ULL4,Q92563,0.431
O95741,Q9Y6K8,0.431
Q9NS91,P63279,0.913
Q15796,Q05519,0.28
Q9P2H0,Q6P1K2,0.431
Q6P1K2,Q9P2H0,0.431
P13591,P13591,
P01106,O75486,0.798
O75486,P01106,0.798
P07437,Q86SS6,0.719
Q8WYH8,Q14566,0.636
P31323,P31323,
O14641,Q9HCE7,0.778
Q15796,Q969K4,0.494
Q969K4,Q15796,0.494
Q15554,Q96EV2,0.191
Q16186,O60220,0.431
Q15796,P12757,0.996
Q9NRF2,P62993,0.676
Q14686,P10827,0.935
Q15554,Q8TC07,0.191
P36543,O75348,1.0
P10275,P24385,0.9
Q14164,Q15459,0.28
P49368,Q16659,0.431
Q68DV7,P62837,0.798
Q9UBW7,P17480,0.644
P17480,Q9UBW7,0.644
Q02413,O94782,0.191
Q9UBK2,Q13247,0.644
P12931,P46527,0.824
Q9Y618,P10827,0.867
P15813,P08575,0.431
P63279,Q8N448,0.431
O15162,Q05516,0.431
Q9NWB7,O00291,0.719
Q9H8W4,Q9HC44,0.431
Q14192,P17036,0.36
P51668,P08708,0.431
Q13137,P57678,0.885
O60269,O15162,0.431
Q16540,O94817,0.28
O95166,Q9UPU7,0.6
P42858,Q15119,0.36
O14776,Q15459,0.836
P56134,Q9Y4K3,0.28
Q96FJ0,Q96FW1,0.191
P25101,P29992,0.431
Q9UPT9,P06865,0.431
Q12933,P38646,0.28
Q15154,Q8IYI6,0.431
P29590,P22736,0.719
Q9H0R8,Q8WXU2,0.6
P05067,P21359,0.824
P21359,P05067,0.824
Q969U6,Q13619,0.854
O95967,Q9BUY5,0.431
P78352,Q15700,1.0
P25103,P20366,0.917
P20366,P25103,0.917
Q4LDE5,Q6VMQ6,0.28
Q9GZZ9,P34897,0.36
O75674,Q8IZL8,0.431
P28749,Q16254,1.0
Q9GZS1,Q9BUJ2,0.36
Q9BUJ2,Q9GZS1,0.36
Q92785,Q96GM5,0.772
O43915,P35968,0.55
P40337,Q9Y2N7,0.55
P23246,Q8WXA9,0.636
O95373,P62826,0.978
Q13418,P14866,0.28
P09234,Q8IYB3,0.793
Q6UXN9,Q9UMN6,0.431
Q8IY92,Q5SRE5,0.494
P63261,Q99558,0.28
Q13490,Q9Y385,0.9
P49407,Q99418,0.719
Q99418,P49407,0.719
Q14257,Q13546,0.28
P46379,P05305,0.431
Q15388,Q99689,0.431
Q9Y561,O95405,0.644
Q9UKM9,Q15365,0.75
O95391,Q15834,0.431
Q9H0D6,O77932,0.494
O76071,O15160,0.28
O77932,Q15024,0.431
P29350,P35968,0.816
P35968,P29350,0.816
Q5VWX1,P02675,0.191
Q7Z4S6,P17028,0.28
P49910,P13994,0.55
P17028,Q8NFT8,0.28
P62714,P54274,0.191
P25105,P49407,0.55
Q9Y3A3,Q9Y5L4,0.36
P30876,O43918,0.55
P60900,Q9BQ83,0.36
Q92598,O15156,0.28
P54253,Q8N1N0,0.36
P54253,Q99700,0.55
Q8NHJ6,P29350,0.938
P46060,P62826,0.999
O14497,P51531,1.0
O00268,P45973,0.824
Q14790,Q9UNN5,0.591
Q9UNN5,Q14790,0.591
P78310,P78310,
P46379,P24593,0.431
P24593,P46379,0.431
O95155,O15350,0.28
Q9P265,Q13501,0.36
Q5VVJ2,P31943,0.431
Q9NRR5,P98175,0.36
P38919,Q9BZI7,1.0
P21912,Q14164,0.28
P14672,Q92791,0.431
P54253,Q9BQY4,0.36
Q9NXR8,Q9NPF5,1.0
Q5UIP0,P42330,0.28
P16035,P50281,0.974
Q09472,P05412,0.985
O60739,O15372,0.36
Q9NRN7,Q9UPT9,0.36
P43364,P12814,0.431
Q09019,Q99598,0.36
Q15560,O14907,0.431
P17174,Q9BXJ8,0.36
Q9Y5K6,Q9Y5K6,
Q71U36,Q15653,0.55
Q14457,P10415,1.0
P46109,P29597,0.55
