UniprotID_1,UniprotID_2,confidence
Q15834,Q9H8W4,0.431
Q14155,Q13444,0.494
Q7L804,Q7L804,
Q9NY93,Q9H9D4,0.431
O15116,Q9Y333,1.0
Q96M91,Q15834,0.431
P11171,P25786,0.28
Q16637,O43390,0.943
Q00975,P28702,0.55
P62136,Q13625,0.935
Q13444,O94875,0.494
O94875,Q13444,0.494
Q8NC44,Q12873,0.431
Q01804,Q13418,0.36
P62136,Q07817,0.911
P19438,Q92851,0.669
Q92851,P19438,0.669
Q9HAV7,Q9Y478,0.28
Q86V97,Q9BXW4,0.494
Q5VTD9,Q9BRK4,0.36
O60739,P12532,0.28
Q96ST3,Q16254,0.767
P55199,Q8IXJ6,0.191
Q9BRT8,P53582,0.494
O95835,P06493,0.986
P06493,O95835,0.986
P25189,Q96BK5,0.36
Q9UQR1,Q13547,0.431
P05783,O95751,0.431
Q01814,Q12959,0.995
Q12959,Q01814,0.995
P61457,P46821,0.28
Q9UK61,O75674,0.36
Q9Y3C7,Q9Y3A3,0.431
P25054,O14640,0.861
P04183,Q15047,0.636
Q9Y576,Q9UBF6,0.778
P43360,Q9NRZ9,0.28
P35250,Q99697,0.28
P34820,P06241,0.28
P11274,P10721,0.28
P49815,P28482,0.9
P40337,Q00005,0.28
P13639,O00418,0.828
P05019,P17936,0.998
O43791,Q7Z7J5,0.431
Q5VWX1,P35659,0.191
Q13233,P62258,0.744
Q9BYM8,Q9Y2X8,0.431
P52907,O15111,0.28
P16070,P15311,0.816
Q96ID5,P18847,0.431
P18847,Q96ID5,0.431
O14965,P04198,0.921
Q9UI14,Q9GZT8,0.744
Q9GZT8,Q9UI14,0.744
Q8N5U6,Q5VVX9,0.431
P62993,P06748,0.867
Q70Z35,P42345,0.55
Q16543,Q9Y243,0.431
Q86YC2,P07384,0.28
P04626,O60674,0.676
O60674,P04626,0.676
P06241,Q13094,0.431
Q8IXR5,Q6UWE0,0.431
Q6UWE0,Q8IXR5,0.431
Q8WUM4,Q99962,0.959
P31946,P55196,0.882
P55196,P31946,0.882
Q9GZM8,Q70YC5,0.431
P24385,P08047,0.431
P18054,P02545,0.89
Q13263,P08670,0.921
P19438,O43353,0.431
O60260,Q01959,0.644
Q13287,Q14765,0.778
P56134,Q96HD1,0.431
Q7Z2E3,Q9NRD5,0.36
Q9NRD5,Q7Z2E3,0.36
O75533,Q9UHX1,0.933
O95613,Q9BSJ2,0.874
Q9Y5K6,P62993,0.957
P58062,P13640,0.9
Q9UHC6,O14936,0.719
O14936,Q9UHC6,0.719
P17535,P35638,0.824
Q14005,Q9BZL4,0.89
Q13233,P08238,0.28
Q86XR7,P14778,0.719
O00257,Q99496,0.999
Q99496,O00257,0.999
Q13490,Q9NR28,1.0
P02792,Q12962,0.431
O14879,P02649,0.431
P50453,Q13885,0.778
P49755,Q15363,1.0
Q9UNE7,P07900,1.0
Q9Y2X7,P49641,0.431
P60866,Q15843,0.591
O00488,P62820,0.36
Q66K89,P06400,0.824
P11171,P49411,0.28
P39023,P61981,0.744
P25787,P28065,1.0
P48039,P11021,0.644
Q13177,Q5TCZ1,0.36
Q92830,Q15393,0.997
P49918,Q13309,0.867
Q12873,P21246,0.712
Q02246,O43463,0.55
Q86UL8,P35222,0.961
Q9Y265,P10276,0.28
Q9Y265,P30626,0.191
P24941,P24723,0.861
P24723,P24941,0.861
Q14141,Q15019,1.0
Q15019,Q14141,1.0
P38936,P14635,0.995
P60880,O75558,0.995
O75558,P60880,0.995
Q9HAU4,Q13501,0.28
Q9H1R2,P27986,0.28
O14836,Q9NWZ3,0.719
O43187,P49768,0.431
P20338,Q12846,0.719
Q9GZM7,Q9Y3C7,0.431
Q00653,P51398,0.28
P54727,P40692,0.494
Q9NSA3,P16278,0.36
P25963,Q9UDV6,0.36
Q93096,Q12974,0.55
P02724,P02724,
Q14524,Q13424,0.84
Q9Y2X7,O14530,0.431
P55735,P55735,
P26639,Q92597,0.6
Q9NUX5,Q8N431,0.191
Q5VTD9,O14964,0.36
Q86WB0,P62877,0.431
O43395,Q9C005,0.431
P04637,P63162,0.431
P63162,P04637,0.431
O00254,P16333,0.28
P06400,O15151,0.909
Q7Z7L1,O76071,0.28
P50570,Q9Y566,0.946
P43403,P78314,0.676
P78314,P43403,0.676
Q9BV94,P61247,0.431
O14813,P08047,0.28
Q12879,Q14005,0.931
Q14005,Q12879,0.931
Q13127,Q969G3,0.55
P53350,Q13363,0.28
O95751,Q6ZN18,0.431
P62263,Q13233,0.28
Q15466,Q92922,0.28
Q9Y6Q9,O75376,0.744
P19174,O43561,1.0
O43561,P19174,1.0
Q9H832,Q96A37,0.431
Q96A37,Q9H832,0.431
P16070,P00533,0.644
Q13287,P25786,0.431
Q8WXI2,O43768,0.28
Q13191,P10721,0.28
Q92830,O95359,0.89
P54252,P51665,0.719
P51665,P54252,0.719
Q8IUC6,Q9Y4K3,0.997
Q8IYD8,Q13472,0.676
Q14126,Q08554,0.719
Q13576,P60953,1.0
Q9UET6,Q9BSH4,0.28
Q9UJY5,Q9Y3C5,0.82
Q9Y3C5,Q9UJY5,0.82
Q99816,Q9H857,0.28
P14635,P41002,0.946
Q15303,Q05586,0.55
Q5VTD9,Q9UHF1,0.36
Q9UHF1,Q5VTD9,0.36
Q8IXJ6,Q99623,0.6
Q99623,Q8IXJ6,0.6
P43364,O94818,0.431
Q9NRF9,Q14919,0.861
Q8NEM0,Q8NEM0,
Q9H5J8,P21246,0.636
O14867,O14867,
Q9UBF2,P53621,1.0
P53621,Q9UBF2,1.0
Q01860,P15036,0.719
Q13043,Q9H2L5,0.975
P47813,P55010,0.719
O94915,P61981,0.54
Q96CG3,Q9H190,0.431
Q9H190,Q96CG3,0.431
Q9Y5Q9,Q13501,0.54
O14641,Q14134,0.719
Q9H4K1,P08670,0.431
Q9Y5V3,O75822,0.431
P53618,Q9UBF2,1.0
Q96RU7,P26641,0.431
P54253,Q9Y2Y4,0.431
Q08999,Q5TKA1,1.0
Q15543,Q9HBM6,1.0
Q13507,Q14573,0.935
Q14573,Q13507,0.935
P16333,Q5JS13,0.28
Q9UMN6,P00519,0.28
Q14974,Q14974,
P55884,Q13347,1.0
O95782,Q9Y6I3,0.963
Q9Y6I3,O95782,0.963
Q92769,O43593,0.28
Q9UDX5,Q9HAW0,0.28
P13639,P08238,1.0
O14978,O95967,0.431
O75385,Q9BXW4,0.636
P12004,Q8N726,0.957
P98170,Q13873,0.28
P50991,Q15257,0.55
P40337,P29401,0.28
P33764,Q92796,0.36
P56545,Q9H8T0,0.431
Q9H8T0,P56545,0.431
O75400,P17858,0.6
Q9Y6K9,O14965,0.55
O60260,Q15645,0.744
P43246,Q9Y6K9,0.28
Q14432,Q9Y6D5,0.644
Q8N4C8,P10114,0.55
Q96MN2,Q9Y2Z0,0.482
Q16787,Q96K37,0.36
Q96K37,Q16787,0.36
P33176,Q04917,0.964
Q9NPJ4,P11474,0.55
P11474,Q9NPJ4,0.55
O60566,Q9UQL6,0.431
Q93009,Q9NWV8,0.191
P16333,Q9BY71,0.28
Q96EV8,Q8NFP9,0.36
P21580,P23378,0.191
O14662,O75379,0.992
Q9H211,O95251,0.676
Q9Y698,Q12959,0.418
P50991,P62714,0.772
Q96J94,O15350,0.191
Q13158,O00220,0.998
Q96HR3,P61218,0.874
Q13098,Q7L5N1,1.0
Q7L5N1,Q13098,1.0
Q9H832,Q00987,0.431
Q00987,Q9H832,0.431
Q9Y2K6,P35250,0.191
Q92793,Q8IZL8,0.431
O15126,O15126,
O43526,P51787,0.28
Q96F07,Q8IZP0,0.988
Q8IZP0,Q96F07,0.988
Q86SE5,Q96L14,0.482
P21796,P68363,0.976
Q9UHA4,Q9Y2Q5,1.0
Q6P0Q8,Q9BYE9,0.913
Q9UK32,P22736,0.431
Q9BWU1,Q15648,0.968
O94782,P04792,0.191
Q9P0P0,Q9Y2X8,0.431
P23396,P32969,0.996
Q9P2H0,Q7L5D6,0.431
Q9Y6K9,P54136,0.28
P07947,P06241,1.0
P53634,P53634,
P22681,P62993,1.0
Q9Y2X8,Q9UBS8,0.431
Q15008,Q99460,1.0
Q9C0J9,Q9C0J9,
P12004,Q96FW1,0.28
Q92769,P19784,0.418
Q9NWB1,P54253,0.55
P54253,Q9NWB1,0.55
Q09472,P23443,0.913
Q99856,Q01094,0.719
Q12879,Q92796,0.998
Q92796,Q12879,0.998
P17028,Q05516,0.431
Q9H5Z6,Q99750,0.854
Q96B02,O43164,0.431
Q9Y5T5,P01100,0.28
Q96AY3,Q9BQ83,0.36
O60264,P68431,1.0
O00267,Q9NRX1,0.6
P51946,P32780,1.0
Q9NTJ3,P23508,0.28
O43542,O43502,0.999
P21912,P23508,0.28
O96013,P61981,0.793
Q16777,P35659,0.28
Q8TBC4,P61081,0.993
Q9HAU0,Q9UL45,0.431
P61244,Q9UQL6,0.28
Q9Y572,Q00325,0.28
P80365,Q92831,0.55
P49662,Q04323,0.28
Q99497,O94966,0.191
Q9P253,Q9NZ52,0.719
Q8WXA9,P38159,0.644
P01106,Q6NXE6,0.28
P14921,Q5VUB5,0.28
Q96EL2,Q9NY93,0.36
P06401,Q13451,0.705
Q13451,P06401,0.705
Q92993,P31942,0.55
P31942,Q92993,0.55
Q15714,Q9H9B4,0.36
Q9H9B4,Q15714,0.36
Q6ZVK8,O95544,0.431
P46527,O00505,0.89
Q03111,Q8TEK3,0.898
Q8TEK3,Q03111,0.898
P35222,P21246,0.28
P49840,Q14596,0.36
P09651,Q92561,0.36
P17480,P49715,0.431
Q9NSB4,P61981,0.28
Q9NPD3,Q9NQT4,1.0
Q9Y6K9,P35580,0.28
Q5MIZ7,Q99689,0.431
Q0D2I5,Q5VTD9,0.36
O15067,Q9Y4K3,0.36
Q15369,Q6PJ21,0.28
Q6PJ21,Q15369,0.28
P24390,P24390,
O75400,Q00839,0.191
P62070,P56470,0.431
P56470,P62070,0.431
Q86XP3,Q9Y230,0.636
P06241,P31995,0.28
P62995,P61981,0.998
Q05996,P19174,0.28
P19174,Q9Y2D5,0.28
P08514,P54105,0.719
P54105,P08514,0.719
Q96CV9,Q15018,0.28
Q9UHK0,P50750,0.28
Q12800,P17302,0.28
O60732,Q8N2Y8,0.55
Q8WVD3,P57723,0.431
Q9BVK6,Q9BVK6,
P05067,O95704,0.99
P12004,Q13617,0.591
Q96HE7,Q9BS26,0.431
O00401,Q14247,0.978
O76071,Q96A35,0.28
Q9UBS5,P00519,0.28
Q96JH8,Q9BQY4,0.431
P27797,P06858,0.431
O60739,Q14152,0.993
Q9HCD5,Q8IYB3,0.191
Q15393,Q9NZC7,0.431
Q9NZC7,Q15393,0.431
P04179,P01037,0.28
Q99683,P63098,0.824
P13489,Q9UN86,0.36
O94915,P31946,0.712
P12956,Q13950,0.482
P17028,Q92575,0.28
Q13148,P09651,0.345
P52824,Q9UGL1,0.28
P12931,P08047,0.28
O14737,P40337,0.28
O95071,Q96LR5,0.28
P49736,O00311,1.0
P09874,Q9Y4K3,0.28
P11388,P13010,0.928
Q5RL73,P00491,0.431
Q8IXK0,Q9HC52,1.0
Q8IXH7,Q8N8Q3,0.36
Q92597,Q96CW1,0.6
Q96CW1,Q92597,0.6
Q9P2H0,P42772,0.431
P01033,P03956,0.921
Q01844,Q96J02,0.744
Q96J02,Q01844,0.744
P35222,P53350,0.482
Q9HB90,Q6IAA8,0.997
P40337,P15170,0.28
P29692,Q9BYT3,0.28
P10586,Q13136,0.999
Q14457,Q99570,0.997
Q09028,Q9UET6,0.28
Q8N2W9,Q5T3J3,0.431
O95757,Q15853,0.36
Q7L5N1,Q13216,0.933
Q9BQ95,Q14576,0.431
Q14258,Q13887,0.676
O60739,Q02543,0.28
P35579,P51681,0.431
Q15796,P21980,0.36
P04637,Q13526,0.998
Q13526,P04637,0.998
Q969Y2,Q9NP50,0.431
Q01844,Q9NPC6,0.431
Q9NPC6,Q01844,0.431
Q13480,P08581,0.957
Q15853,Q04206,0.431
Q15714,Q92616,0.636
Q8N163,P50613,0.191
Q5RL73,P13727,0.431
O75528,O75478,1.0
O75478,O75528,1.0
Q06124,O60674,0.992
Q9UKY1,Q12873,0.431
Q12873,Q9UKY1,0.431
P08581,O15031,0.55
Q9Y4K3,P36897,0.744
P36897,Q9Y4K3,0.744
Q92993,Q99832,0.431
Q9Y508,Q96LR5,0.431
P04637,Q9H0Q3,0.431
Q9H0Q3,P04637,0.431
P28749,P08047,0.431
P61981,O60333,0.793
O60333,P61981,0.793
Q96AJ9,O15400,1.0
P27348,Q07955,0.976
P29350,Q6GTX8,0.971
Q6GTX8,P29350,0.971
Q12815,P36406,0.55
Q9BTM9,Q7Z7A3,0.985
Q8IYF1,Q9BQ66,0.431
Q9NRG4,O15169,0.36
Q04637,P08758,0.36
P08758,Q04637,0.36
Q9BZK7,P20749,0.28
P27986,O15360,0.28
P09871,P02745,0.431
Q15542,P49848,1.0
Q9UGL9,Q5UIP0,0.28
Q14469,O15360,0.644
P25054,Q08379,0.431
Q8NI08,O95166,0.6
P35222,Q12864,0.28
Q12933,Q9Y572,0.55
P06241,O15360,0.28
O75093,P54259,0.36
P16333,Q9HCU4,0.28
P78406,O95260,0.191
Q9BY78,P51965,0.28
P29353,P19235,0.431
Q9UJW3,Q9Y6K1,0.999
Q9Y6K1,Q9UJW3,0.999
Q9NQT4,Q96B26,0.998
P54259,P54259,
P07766,P06239,0.909
P46934,P60520,0.902
Q969M7,Q9UI10,0.28
Q15796,Q02078,0.778
Q02078,Q15796,0.778
Q9NXU5,Q9GZT6,0.431
Q7Z7J5,Q96BY2,0.431
Q14974,Q12873,0.494
P20916,P46821,0.744
Q9Y2K6,O95292,0.191
P35268,P40337,0.28
P18206,Q0VDD7,0.431
P61586,Q12774,0.28
Q8NFJ9,Q53R12,0.28
P23471,P21246,0.744
Q15388,Q9P2H0,0.431
Q8N1F7,Q9Y5J5,0.36
P31947,Q9P2M7,0.36
P04181,Q9Y4K3,0.28
Q5VVX9,Q9C040,0.431
Q9Y6B2,P06400,0.996
Q96PU5,P37088,1.0
P37088,Q96PU5,1.0
Q9UET6,P62633,0.28
Q14249,P39748,0.719
Q15233,O14776,0.191
Q9BT78,Q93034,0.529
P25963,Q13547,0.744
Q13526,P53350,0.955
Q9Y5V3,P46379,0.36
P54257,P54257,
Q9NRR5,Q9UHD9,0.981
P30154,Q15172,1.0
Q15172,P30154,1.0
P31947,P22681,0.744
P04350,O00165,0.591
Q92900,Q9BZI7,1.0
Q9BZI7,Q92900,1.0
Q92835,P62993,0.996
P40425,O95163,0.431
P62993,Q7Z6E9,0.54
P46934,P05161,0.676
O43683,Q8NG31,0.981
Q8NG31,O43683,0.981
Q9UKX3,Q9UK45,0.494
Q9Y294,P04637,0.191
O00231,O00487,1.0
P01374,P36941,0.591
P12931,Q07890,0.973
Q9UET6,Q9HB71,0.28
Q8WUA4,Q9UKN8,0.99
P27348,Q9Y383,0.6
P26639,Q9BW61,0.36
P36873,P24941,0.976
P24941,P36873,0.976
Q9H910,O43772,0.36
Q99608,Q96G23,0.36
Q06609,P63279,0.986
P63279,Q06609,0.986
O94906,O95400,0.981
O60671,Q99638,1.0
P04637,Q14186,0.719
Q14186,P04637,0.719
O14807,P15056,0.55
P52429,P08559,0.36
Q8WUJ3,O75051,0.36
Q9BXF6,Q9BXF6,
O75376,O14646,0.55
O14646,O75376,0.55
Q9UPY8,P25791,0.591
Q9BRQ5,Q9BSW2,0.431
P07737,Q92558,0.644
Q92569,P02760,0.36
Q09472,Q04864,0.55
O94805,P51531,1.0
O43318,P51617,0.925
P51617,O43318,0.925
P52292,P11168,0.719
Q13523,Q9Y2Y9,0.931
P38936,Q92793,0.895
P34741,P23352,0.431
Q93062,Q9NQ87,0.431
P00533,P40818,0.732
O95359,Q12824,0.431
P10242,Q02548,0.55
O75569,P06400,0.719
O75716,Q14164,0.28
P51991,P62258,0.956
P07602,O15198,0.494
Q96A37,P61077,0.431
Q9Y297,O15169,0.591
Q92769,O76071,0.28
Q13501,P04629,0.963
P83731,P62750,1.0
O43815,O00506,1.0
P04279,Q02383,0.798
Q02383,P04279,0.798
Q9NRY4,P61586,0.591
Q04323,P23508,0.28
O00221,P19838,0.978
Q3ZAQ7,Q14164,0.28
P04628,Q8N474,0.55
P08670,Q9GZT8,0.431
Q9UQ35,Q09028,0.191
Q92905,P61244,0.431
Q12834,Q12834,
Q9Y383,P49641,0.431
Q14683,Q14566,0.9
Q99471,Q15811,0.36
Q15014,Q9NPF5,1.0
Q15388,P54257,0.431
Q9GZR7,Q15102,0.431
P40337,O75608,0.28
P26038,O76070,0.28
P55854,Q13618,0.636
P34932,Q8WYA6,0.28
Q8NDC0,P63279,0.431
Q86WG5,P01100,0.28
P06400,P45973,0.482
Q9UHX1,P27105,0.636
P01100,Q9HB71,0.28
Q96JB5,P14923,0.28
P21741,Q9BVA1,0.28
Q12846,P20339,0.55
P50148,Q12802,0.431
P78318,Q9Y5J5,0.28
P61289,Q7Z3B3,0.431
O75586,P10276,0.719
Q06124,P04040,0.861
P04040,Q06124,0.861
Q15796,P12270,0.28
P24468,Q9H422,0.494
O75674,P06396,0.431
P12931,O15111,0.84
P15927,Q8IYD8,0.28
Q9Y4H2,Q92569,0.28
Q6UVK1,P60953,0.55
Q02880,P63165,0.999
P12004,Q9Y2M0,0.719
Q15464,P19174,0.482
P29590,O15379,0.744
P55265,P55265,
P19174,Q9BXT4,0.28
Q9HBM0,P35222,0.431
Q8NE01,Q12974,0.36
O14939,Q92482,0.55
Q13950,P13010,0.482
Q01844,Q8N6Q3,0.431
Q13573,Q8IYB3,0.882
O95831,Q15047,0.431
Q15047,O95831,0.431
Q6ZW49,Q96BR9,0.431
Q13616,Q99627,0.913
Q9Y5J3,P12757,0.494
P12757,Q9Y5J3,0.494
Q9H3D4,Q99729,0.921
Q99729,Q9H3D4,0.921
P25445,O75340,0.89
Q16576,Q7L2E3,0.719
P49792,Q12802,0.431
Q9ULH1,Q9UNF0,0.82
Q93062,Q96HA1,0.431
Q6UY11,O15162,0.431
P06241,Q9Y5K6,0.431
O95872,P62993,0.36
P35240,P15311,0.992
Q9HAU5,Q96B26,0.431
Q02539,P35659,0.591
P08575,P20273,0.705
P36894,P12644,0.999
Q01844,P56277,0.28
P49454,Q02224,0.55
Q96G30,Q8TCY5,0.28
P00797,O75787,0.778
Q9Y4K3,P13667,0.28
P12004,P09874,0.981
Q05469,P49675,0.719
P57678,P14678,0.983
P14678,P57678,0.983
Q9HD67,Q16658,0.28
Q9Y6Y0,P62995,0.36
Q13547,Q9NPF5,0.778
P50454,P04637,0.482
Q06124,P16284,0.993
P16284,Q06124,0.993
O43684,P84022,0.494
O00512,Q6P1J9,0.744
Q9UBV8,Q0VDD7,0.28
Q70CQ3,Q96PU8,0.191
O75643,P40337,0.28
Q6ZVK8,Q12933,0.431
P10114,P26885,0.36
Q13352,Q8TC92,0.28
Q9BWW4,P17542,0.909
P28562,P45984,0.923
O95402,Q9P086,0.977
P12757,Q4LDE5,0.36
Q4LDE5,P12757,0.36
Q13158,P15311,0.54
Q13469,P08670,0.431
P61964,P51610,0.995
P30260,Q9UM13,1.0
Q9Y3I1,Q7Z6E9,0.36
Q7Z6E9,Q9Y3I1,0.36
P30291,Q13309,0.719
Q92736,P54274,0.191
P12931,P18545,0.719
P07814,Q99558,0.28
Q9UGJ1,P14373,0.55
Q8IZP0,O43639,0.644
O43639,Q8IZP0,0.644
P49888,Q7L5N1,0.431
P27695,Q9UIF7,0.9
Q14257,P46379,0.644
P46379,Q14257,0.644
Q14558,Q9HC24,0.36
Q15006,O43402,0.923
P14921,Q06481,0.28
Q9BT49,Q96EK4,0.55
P54257,P56134,0.431
P56134,P54257,0.431
P35222,P08238,0.936
P28062,Q03518,0.55
P07948,P24071,0.431
P60709,Q8NFJ9,0.28
Q13077,Q13489,0.991
O43390,P61254,0.591
Q9BQ61,P09012,0.836
Q9H204,Q9H944,0.996
Q5JTD0,Q12959,0.824
P09619,P29353,0.874
P29353,P09619,0.874
O60241,Q06547,0.778
Q06547,O60241,0.778
Q14141,O14512,0.719
O14512,Q14141,0.719
Q13546,O75493,0.55
P17600,P49418,0.75
P25787,P53350,0.793
Q14194,P19404,0.644
Q6PID8,Q8IVD9,0.36
Q15654,P49023,0.644
Q8N2Z9,Q8N2Z9,
Q5VTD9,Q99435,0.55
Q99435,Q5VTD9,0.55
Q9BZK7,Q13227,0.983
P68363,Q9Y3M8,0.644
P01100,O60476,0.28
P51572,P51572,
P18887,O96017,0.861
P60900,Q9UHD9,0.644
O60291,P51965,0.431
P54652,P50222,0.431
P60709,P22681,0.581
O15105,Q9NYJ8,0.28
P28072,Q9Y4K3,0.28
Q9NP66,Q9NP66,
Q9H2P0,P19174,0.28
O75385,P60520,0.964
Q9H9E3,Q13190,0.644
Q9P2S5,Q9BT78,0.36
O43169,P23508,0.28
Q9UQF2,Q02962,0.431
P61769,O95084,0.431
O14745,P51790,0.84
Q9NPA8,Q92830,0.482
P06241,Q9H1R2,0.28
Q14164,P13667,0.28
P51571,Q9BRT8,0.28
P16333,Q86UR5,0.28
Q71SY5,Q96G25,0.991
P19438,Q13489,0.627
Q9Y6J8,Q9H223,0.36
Q9NZL4,Q13233,0.28
Q01094,P24941,0.874
Q96AV8,Q96AV8,
P78396,P23508,0.36
Q9BQS8,P42167,0.36
P49810,Q9NXK8,0.431
Q13309,Q13309,
P62993,P07949,0.979
P07949,P62993,0.979
P28482,P51812,1.0
Q9NV58,O14933,0.431
O14933,Q9NV58,0.431
Q13526,P11388,0.644
Q96JB5,O75940,0.36
Q15020,Q9Y333,0.36
Q9UBW8,P35354,0.28
P50570,Q9UBV8,0.28
P15622,Q9BQ66,0.431
Q9BQ66,P15622,0.431
P14902,Q9GZR7,0.431
Q13398,Q9GZM8,0.36
P13500,P51681,0.987
Q9UBN7,Q6W2J9,0.431
Q6W2J9,Q9UBN7,0.431
Q9H832,Q86Y13,0.431
Q96ID5,Q03013,0.431
Q03013,Q96ID5,0.431
P31273,P00519,0.28
Q9HAU4,Q9BUZ4,0.494
Q9BUZ4,Q9HAU4,0.494
Q15428,Q12874,0.99
P46531,P46531,
Q13233,Q8NHW5,0.28
P28482,O43597,0.28
Q9Y3R0,P28065,0.778
P38398,P24385,0.938
P24385,P38398,0.938
Q9Y265,Q9NWS0,0.935
Q02080,Q8IYF3,0.36
Q13868,O76064,0.431
Q14653,Q14653,
Q07889,Q9Y5X1,0.824
O95273,Q9HCZ1,0.431
Q92496,P60953,0.36
P09104,O95873,0.431
P12956,Q9NYB0,0.767
O95834,Q9HC98,0.36
Q8WXH2,Q9Y6E0,0.36
P05549,Q9P0V3,0.55
Q9UPV0,Q6IQ55,0.778
Q9H2X6,P10242,0.951
P10242,Q9H2X6,0.951
P08069,P08069,
O94817,Q15323,0.28
P54274,O60563,0.191
O60739,P16152,0.28
O95197,Q14088,0.431
Q14088,O95197,0.431
P19447,Q92759,1.0
O95967,Q8NEC5,0.431
Q13438,Q9H6Z9,0.89
Q9H6Z9,Q13438,0.89
P40337,P53396,0.28
P14635,Q99640,0.895
P68036,O60260,1.0
O60260,P68036,1.0
Q9Y6I4,O15034,0.36
Q9UI30,P62330,0.55
O95232,O95232,
P28749,Q02363,0.431
Q08211,Q92956,0.28
Q13547,Q9Y232,0.947
P19320,P15311,0.719
Q96K83,Q13485,0.431
P08670,Q8WYH8,0.431
Q8WXI2,P24941,0.28
P37108,Q96BK5,0.28
P61457,P21579,0.28
Q8IVH8,Q9BX66,0.431
Q9NRY6,Q15645,0.431
Q96E14,Q9H9A7,0.998
Q15599,Q01814,0.778
Q6P1J9,Q8IX03,0.431
Q8IX03,Q6P1J9,0.431
P12956,Q86WN1,0.191
P49720,P40337,0.36
Q13490,Q9Y3I1,0.744
Q96B02,Q6PCD5,0.431
Q96IZ0,P13866,0.28
P12004,P11171,0.591
P40337,P33993,0.676
O00141,P26640,0.28
O00294,P16333,0.28
Q13443,Q99962,0.89
Q9Y383,Q9ULU8,0.36
Q9ULU8,Q9Y383,0.36
Q6PJT7,Q9UPT5,0.431
Q15853,Q15853,
O60260,P25789,0.676
Q15369,Q9Y4K3,0.28
O75716,Q6P2I7,0.36
Q9UMX1,Q9NPA3,0.431
P06746,P12004,0.938
Q14145,P48444,0.36
O15105,Q9UNY4,0.36
Q16610,P28799,0.28
P35222,Q92597,0.55
Q9H4A3,Q9HC77,0.28
P16885,Q9UQC2,0.861
Q7RTR2,P78545,0.28
P20309,Q96SB3,0.431
Q96CW1,Q5JTH9,0.54
Q5JTH9,Q96CW1,0.54
P55036,O00232,1.0
O00232,P55036,1.0
P60520,P00492,0.28
O14929,Q16576,1.0
P31948,P07900,1.0
P04637,Q93009,1.0
Q93009,P04637,1.0
Q96RE7,O15379,0.824
Q9HAU4,Q15797,1.0
Q9Y6I4,O00303,0.191
Q13352,Q9Y5P4,0.431
P23469,Q14721,0.676
P04899,P62873,1.0
Q9NS23,Q8WWW0,0.935
Q8WWW0,Q9NS23,0.935
Q92769,Q8N6I1,0.431
P42568,O60563,0.963
P06702,Q01995,0.6
O15357,P29353,0.984
Q9ULX6,O76071,0.28
P12004,P04406,0.898
P43146,P62847,0.55
Q14686,P13010,0.744
P13639,Q92597,0.712
O94817,Q9Y3U8,0.28
Q53G59,Q53G59,
Q13153,Q15052,0.997
P27448,Q7KZI7,0.999
Q96LR5,P35227,0.55
O75832,Q13200,1.0
P60520,Q14596,0.99
Q6Q0C0,Q6Q0C0,
Q9BQ66,Q9UBX3,0.431
Q8TEE9,P11802,0.55
Q9Y6H8,Q07157,0.719
Q07157,Q9Y6H8,0.719
Q13425,Q16849,0.921
Q15796,Q13887,0.54
P22681,Q13239,0.895
P63208,Q6PJ61,0.935
Q8WYH8,P23434,0.431
Q15022,P29375,0.719
Q5TCQ9,Q92823,0.36
Q92823,Q5TCQ9,0.36
Q09019,Q16718,0.36
O95197,Q9NQC3,0.917
P84022,O75593,0.98
Q9H3R5,P49450,0.636
Q15648,Q9P086,0.996
O43708,P00519,0.28
Q14145,Q9Y678,0.54
O75716,P40337,0.36
O95219,O00499,0.861
O00499,O95219,0.861
Q9Y2X7,Q13177,0.936
Q13177,Q9Y2X7,0.936
P49768,O43768,0.36
O43768,P49768,0.36
O60934,Q96SD1,0.55
Q16539,Q49A88,0.431
Q49A88,Q16539,0.431
Q5T5P2,O43639,0.684
Q9HAU4,Q9Y3C5,0.997
P56524,P28482,0.778
P20963,P52333,0.55
Q8WW38,Q13547,0.28
Q92547,Q99638,0.917
Q9Y6C2,Q9Y6C2,
P28749,Q01094,0.997
P17096,P08047,0.9
P31946,Q5TCX8,0.28
Q6P1L8,Q9UKE5,0.28
Q92993,Q96NT1,0.54
Q96NT1,Q92993,0.54
Q9Y2Y1,P05423,0.983
P43026,P27037,0.431
P40925,P04637,0.55
P61077,Q9C035,0.431
Q14289,O43150,0.719
O43150,Q14289,0.719
Q9BTT4,Q9H944,1.0
Q14451,Q92730,0.824
O15523,Q15796,0.28
O76070,P28482,0.431
P84095,Q86UP2,0.9
Q86UP2,P84095,0.9
Q15047,O75569,0.431
O75569,Q15047,0.431
P27986,Q14315,0.431
P19419,P19419,
P50402,Q7L5N1,0.431
P05783,O75618,0.431
P07437,Q01201,0.28
Q15075,P61020,0.921
O00238,Q13873,0.767
Q15796,Q6IPX3,0.28
Q13472,O15360,0.917
Q5VTD9,Q9NRD5,0.36
P42224,Q15628,0.719
Q96T51,P51813,0.913
P51813,Q96T51,0.913
O15209,Q96EY1,0.431
P19012,Q8TBB1,0.431
Q15154,Q9NYB9,0.431
Q9NXB0,Q9GZR7,0.431
P26358,Q9NPF5,0.986
Q15637,O15162,0.431
O15162,Q15637,0.431
Q9P2J5,O75323,0.36
O15198,Q66GS9,0.431
